,path,class,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_20,label_gran_30,label_gran_50,label_gran_70,label_gran_90,label_gran_110,label_gran_130,label_gran_150,label_gran_13,label_gran_15
30236,Shoes/Sneakers and Athletic Shoes/Reebok Kids/7996987.363129.jpg,0,7,14,19,165,3187,5055,6538,6919,7044,7082,7089,7089,849,1061
31148,Shoes/Heels/Circa Joan & David/8000042.89.jpg,2,6,24,44,205,1226,3944,5015,5269,5350,5377,5383,5383,1731,641
23438,Boots/Ankle/UGG/7963087.3229.jpg,1,7,23,39,175,2806,6304,8426,8991,9169,9233,9244,9244,677,2166
33084,Shoes/Loafers/LifeStride/8009592.366245.jpg,6,4,25,73,161,4774,8255,11487,12343,12616,12697,12708,12708,803,829
22887,Boots/Ankle/ECCO/7950349.3.jpg,1,2,22,60,114,166,4957,6398,6765,6886,6923,6930,6930,117,435
30132,Boots/Ankle/Johnston & Murphy/7996794.69.jpg,1,7,26,51,85,114,4461,5742,6052,6149,6182,6189,6189,978,636
43203,Shoes/Loafers/Sanuk/8058002.14.jpg,6,6,16,48,81,768,9913,14249,15483,15858,15964,15977,15977,1363,2203
46469,Shoes/Sneakers and Athletic Shoes/SKECHERS/8081984.139.jpg,0,6,27,80,241,487,564,15054,16375,16787,16899,16912,16912,202,2005
42993,Shoes/Sneakers and Athletic Shoes/SKECHERS/8055680.139.jpg,0,0,8,30,41,4850,9873,14186,15419,15793,15899,15912,15912,1376,872
17877,Shoes/Clogs and Mules/Robert Clergerie/7882479.322730.jpg,9,3,6,12,23,364,5127,6654,7039,7167,7207,7214,7214,820,715
43225,Shoes/Sneakers and Athletic Shoes/Sanuk/8058128.3.jpg,0,6,16,48,81,768,9913,14252,15486,15861,15967,15980,15980,1363,2203
27308,Shoes/Sneakers and Athletic Shoes/Chaco/7982988.183799.jpg,0,3,6,24,65,2224,3762,6350,6715,6834,6870,6877,6877,871,200
46436,Shoes/Sneakers and Athletic Shoes/Paul Smith/8081741.14.jpg,0,2,30,68,141,5665,10361,15045,16365,16776,16888,16901,16901,1184,2422
8683,Shoes/Sneakers and Athletic Shoes/Keen Kids/7657849.219622.jpg,0,5,11,15,148,452,2662,3298,3451,3500,3518,3520,3520,1168,165
45402,Shoes/Sneakers and Athletic Shoes/adidas Originals Kids/8074223.47693.jpg,0,1,4,18,149,1401,5063,6550,6931,7056,7094,7101,7101,1190,1307
39385,Shoes/Sneakers and Athletic Shoes/True Religion/8034201.325.jpg,0,0,0,0,0,4622,7914,10947,11743,12004,12082,12093,12093,556,2492
44420,Sandals/Flat/Badgley Mischka/8067292.99.jpg,3,3,6,12,14,183,3582,4512,4735,4807,4829,4835,4835,590,2436
48095,Shoes/Loafers/Stacy Adams/8103386.399852.jpg,6,0,8,40,508,5005,8769,15117,16634,17056,17173,17187,17187,752,1724
28170,Shoes/Clogs and Mules/SoftWalk/7987722.359789.jpg,9,4,25,47,221,1842,7214,9832,10525,10739,10814,10825,10825,106,67
38436,Shoes/Flats/Ragg Kids/8030592.3.jpg,5,5,20,81,357,1192,9136,12959,14013,14345,14438,14451,14451,828,1463
42387,Shoes/Heels/ALDO/8051678.3.jpg,2,6,16,48,81,160,599,1167,1204,1222,1226,1226,1226,1456,2347
15820,Shoes/Loafers/Franco Sarto/7841528.105.jpg,6,4,15,20,26,1133,1450,6006,6335,6443,6477,6484,6484,1079,69
23140,Sandals/Flat/VOLATILE/7956272.3.jpg,3,6,16,48,81,551,643,8339,8900,9076,9140,9151,9151,1456,2347
37705,Boots/Mid-Calf/A Line/8028282.306718.jpg,4,5,20,81,264,4279,9023,12755,13782,14105,14194,14207,14207,447,1955
19141,Shoes/Sneakers and Athletic Shoes/The North Face/7895926.328243.jpg,0,0,8,30,41,3376,5443,7111,7531,7668,7709,7716,7716,475,2197
12825,Shoes/Sneakers and Athletic Shoes/Onitsuka Tiger by Asics/7792384.348775.jpg,0,4,10,37,216,2551,3842,4874,5119,5198,5224,5230,5230,285,2009
31983,Boots/Ankle/Dr. Martens/8004218.3.jpg,1,3,21,33,52,1054,1341,1570,1630,1655,1661,1662,1662,1764,681
41850,Shoes/Sneakers and Athletic Shoes/New Balance/8047824.8984.jpg,0,7,14,19,98,3293,5257,6838,7244,7375,7416,7423,7423,488,2458
40644,Shoes/Oxfords/Tommy Hilfiger/8041844.376700.jpg,8,3,9,34,304,1116,4457,13577,14723,15077,15174,15187,15187,158,61
41012,Boots/Knee High/Steve Madden/8043425.3.jpg,7,2,30,88,348,2413,9567,13669,14827,15185,15283,15296,15296,309,330
38648,Shoes/Loafers/Shoe Be Doo/8030975.106.jpg,6,7,26,84,506,4988,8735,12250,13205,13515,13601,13612,13612,478,2432
13583,Shoes/Sneakers and Athletic Shoes/Jambu/7809193.403071.jpg,0,2,5,10,188,1881,2770,5161,5427,5509,5538,5545,5545,1535,882
39103,Shoes/Sneakers and Athletic Shoes/Bikkembergs/8032237.158.jpg,0,1,17,25,117,1004,1271,8391,8955,9132,9196,9207,9207,1339,1897
10507,Boots/Mid-Calf/Caterpillar/7723030.325.jpg,4,0,0,0,33,158,171,4064,4266,4331,4351,4356,4356,529,1514
43128,Shoes/Sneakers and Athletic Shoes/Salvatore Ferragamo/8057237.5291.jpg,0,0,18,26,32,4465,8392,11699,12584,12869,12951,12962,12962,1263,1840
4308,Shoes/Flats/Jumping Jacks Kids/7425863.492.jpg,5,1,4,4,157,994,1258,1470,1524,1549,1555,1556,1556,470,2063
37873,Slippers/Slipper Flats/Daniel Green/8029122.18.jpg,10,4,25,47,221,418,475,526,5331,5413,5442,5449,5449,1515,231
27509,Boots/Mid-Calf/Roxy/7983957.3.jpg,4,4,10,14,288,744,892,9635,10307,10512,10587,10598,10598,62,1123
47854,Shoes/Loafers/Steve Madden/8100153.113.jpg,6,5,12,72,493,5745,10526,15385,16759,17185,17308,17322,17322,221,457
31059,Shoes/Sneakers and Athletic Shoes/Stride Rite/7999767.8962.jpg,0,0,8,9,185,1042,1852,10822,11610,11863,11941,11952,11952,1218,2320
25904,Shoes/Heels/Stuart Weitzman/7976807.355899.jpg,2,6,24,94,314,1925,2797,9168,9796,9996,10069,10080,10080,346,1049
22635,Boots/Mid-Calf/UGG Kids/7945574.385.jpg,4,5,12,70,191,1856,6163,8173,8708,8882,8943,8954,8954,350,81
28287,Shoes/Heels/Born/7988120.359908.jpg,2,4,29,75,168,255,278,9870,10568,10784,10859,10870,10870,1471,1278
692,Shoes/Sneakers and Athletic Shoes/Reebok Lifestyle/7129536.5078.jpg,0,3,6,24,159,242,264,279,285,291,293,293,293,260,1513
24195,Shoes/Loafers/Sperry Top-Sider/7969364.500.jpg,6,7,14,35,55,892,1101,1278,1319,1342,1347,1348,1348,1006,180
39396,Boots/Ankle/Ted Baker/8034227.216.jpg,1,1,1,56,227,5224,9306,13227,14325,14665,14761,14774,14774,1384,1563
32582,Boots/Mid-Calf/Durango/8007111.190.jpg,4,3,9,49,263,850,5087,6597,6978,7103,7141,7148,7148,1035,1130
24191,Boots/Ankle/Sperry Top-Sider/7969351.325.jpg,1,0,31,78,381,3897,6492,8724,9318,9507,9576,9587,9587,977,1403
15249,Shoes/Oxfords/Stacy Adams/7834233.3.jpg,8,1,4,11,105,2936,4513,5807,6120,6219,6252,6259,6259,1506,732
45505,Shoes/Loafers/Cushe/8075272.6563.jpg,6,4,25,47,221,1267,1657,13866,15049,16508,16619,16632,16632,1515,389
4442,Boots/Mid-Calf/Frye/7438205.301558.jpg,4,1,2,2,303,1132,1449,1707,1772,1797,1803,1804,1804,345,972
26188,Boots/Mid-Calf/Vans Kids/7977538.133085.jpg,4,7,14,52,160,369,412,9259,9891,10091,10165,10176,10176,1129,1295
33412,Shoes/Flats/Moschino/8011513.14.jpg,5,1,17,36,343,1261,8323,11598,12470,12748,12829,12840,12840,1627,1487
9184,Slippers/Slipper Flats/Daniel Green/7673095.6.jpg,10,4,15,20,26,574,670,749,3696,3749,3767,3771,3771,1759,539
48653,Shoes/Sneakers and Athletic Shoes/Steve Madden/8112953.46123.jpg,0,6,27,74,418,1952,4571,5895,6214,13836,13923,13936,13936,818,299
18196,Shoes/Sneakers and Athletic Shoes/ASICS/7885689.324104.jpg,0,4,15,22,79,1168,1504,1772,1840,1866,1873,1874,1874,1828,1621
19885,Shoes/Sneakers and Athletic Shoes/PUMA/7903849.330824.jpg,0,0,8,9,11,3479,5627,7358,7795,7945,7988,7995,7995,1197,2374
39850,Shoes/Sneakers and Athletic Shoes/Creative Recreation Kids/8036500.395150.jpg,0,7,14,19,165,5272,9402,13357,14474,14817,14914,14927,14927,311,2548
46414,Shoes/Sneakers and Athletic Shoes/SKECHERS/8081644.275.jpg,0,6,27,74,299,1533,8279,11526,16359,16768,16880,16893,16893,550,875
22491,Shoes/Sneakers and Athletic Shoes/Levi's Kids/7943149.3.jpg,0,7,14,19,165,251,1772,2301,2397,2433,2444,2445,2445,849,1061
626,Sandals/Flat/Salt Water Sandal by Hoy Shoes/7128107.12085.jpg,3,0,0,5,154,230,251,266,271,276,278,278,278,1140,808
8477,Shoes/Clogs and Mules/Crocs/7654376.39823.jpg,9,0,0,27,142,970,2600,3205,3352,3400,3418,3420,3420,623,1195
35946,Sandals/Flat/Calvin Klein Jeans/8021738.429.jpg,3,4,15,46,77,372,8750,12276,13232,13544,13630,13641,13641,734,1180
22810,Shoes/Sneakers and Athletic Shoes/Lacoste Kids/7949207.1412.jpg,0,7,26,84,258,632,6196,8234,8781,8956,9018,9029,9029,139,1978
34529,Shoes/Sneakers and Athletic Shoes/Mizuno/8016208.387760.jpg,0,4,15,22,79,1442,1937,2322,2418,2454,2465,2466,2466,353,700
39208,Boots/Mid-Calf/UGG Kids/8032758.407674.jpg,4,5,20,81,297,1340,8251,11483,14234,14572,14667,14680,14680,1636,908
31488,Boots/Ankle/Anne Klein/8002112.72.jpg,1,3,9,49,82,2544,4435,5701,6006,6103,6136,6143,6143,1447,1117
3895,Shoes/Sneakers and Athletic Shoes/Nike/7395019.24150.jpg,0,1,4,18,38,1019,1292,1508,1565,1590,1596,1597,1597,1396,34
26840,Shoes/Sneakers and Athletic Shoes/New Balance Kids/7980015.357136.jpg,0,5,11,15,148,3276,5227,6797,7195,7326,7366,7373,7373,665,1654
14778,Shoes/Heels/BC Footwear/7824654.106.jpg,2,4,29,75,342,1100,4380,5620,5916,6013,6044,6051,6051,1625,1242
22370,Slippers/Slipper Flats/Acorn/7941109.50987.jpg,10,4,15,20,26,106,1752,8104,8629,8800,8857,8865,8865,213,2248
32466,Sandals/Flat/Luichiny/8006050.14.jpg,3,6,16,21,27,1246,4863,9305,12122,12391,12471,12482,12482,1663,454
40582,Boots/Ankle/UGG/8041709.18576.jpg,1,3,9,49,263,3832,8280,11529,12392,12670,12751,12762,12762,1566,1110
2143,Sandals/Heel/Naot Footwear/7252119.6755.jpg,14,2,3,67,212,635,749,840,864,876,880,880,880,98,1479
31193,Boots/Mid-Calf/Stride Rite/8000320.278.jpg,4,5,20,81,264,4279,7865,10866,11659,11913,11991,12002,12002,447,1955
3106,Boots/Mid-Calf/Frye/7330262.289979.jpg,4,3,9,49,180,625,1044,1198,1237,1256,1260,1261,1261,1104,84
16892,Shoes/Oxfords/Cole Haan/7869478.157926.jpg,8,0,8,30,40,42,340,368,1746,1771,1777,1778,1778,1369,1739
34145,Shoes/Loafers/Annie/8014768.26168.jpg,6,4,25,47,221,2219,3254,4079,4281,4346,4366,4371,4371,148,2341
18237,Shoes/Sneakers and Athletic Shoes/New Balance/7886312.3.jpg,0,0,8,30,41,485,562,6780,7178,7309,7349,7356,7356,1493,41
42762,Boots/Mid-Calf/Baffin Kids/8053966.4188.jpg,4,5,20,81,297,1340,8251,14139,15359,15731,15836,15849,15849,1636,908
28470,Shoes/Sneakers and Athletic Shoes/Puma Kids/7989465.360473.jpg,0,1,4,18,149,3314,5293,6893,7300,7432,7473,7480,7480,1847,928
3926,Shoes/Flats/Arcopedico/7396952.9.jpg,5,3,9,13,54,62,1033,1524,1581,1606,1612,1613,1613,1151,1868
8349,Shoes/Sneakers and Athletic Shoes/New Balance Classics/7648875.60041.jpg,0,3,6,24,65,953,1189,3156,3300,3348,3366,3368,3368,1526,1762
24658,Shoes/Heels/Kate Spade New York/7971160.353046.jpg,2,4,25,47,332,1049,6430,8824,9424,9613,9683,9694,9694,1059,286
8806,Shoes/Sneakers and Athletic Shoes/Merrell/7659777.106052.jpg,0,3,21,33,60,1872,2705,3351,3508,3558,3576,3578,3578,1371,135
4860,Slippers/Slipper Flats/Baffin/7486137.78999.jpg,10,6,16,21,206,849,1038,1896,1968,1995,2002,2003,2003,1055,505
17440,Shoes/Heels/Cole Haan/7879684.89.jpg,2,4,15,20,209,880,1084,6568,6949,7074,7112,7119,7119,669,1975
30299,Shoes/Sneakers and Athletic Shoes/PUMA/7997344.57582.jpg,0,1,4,18,22,23,2813,6010,7133,7263,7303,7310,7310,579,1067
40704,Boots/Ankle/UGG/8041959.1165.jpg,1,4,25,73,179,593,7593,10443,11197,11427,11504,11515,11515,1244,2518
20226,Shoes/Sneakers and Athletic Shoes/Vasque/7909691.303056.jpg,0,1,4,18,22,698,863,7466,7911,8063,8107,8114,8114,579,1067
5498,Shoes/Flats/Arcopedico/7527824.401.jpg,5,3,9,49,181,737,1781,2120,2209,2241,2250,2251,2251,709,2053
19705,Shoes/Firstwalker/pediped/7902204.9.jpg,12,0,18,86,318,3450,5573,7286,7718,7867,7909,7916,7916,1505,8
47339,Shoes/Heels/Anne Klein/8090663.396415.jpg,2,4,29,75,342,1224,2192,15256,16616,17038,17154,17168,17168,592,990
23022,Shoes/Flats/Paul Green/7953164.84.jpg,5,2,3,67,140,208,2308,2814,2938,2979,2993,2995,2995,449,106
15890,Shoes/Sneakers and Athletic Shoes/adidas Originals Kids/7842747.371499.jpg,0,1,1,1,147,217,4678,6033,6365,6475,6509,6516,6516,629,2373
31654,Boots/Mid-Calf/Laredo/8003154.3.jpg,4,3,7,8,291,4648,7957,11023,11830,12091,12169,12180,12180,1809,270
443,Shoes/Sneakers and Athletic Shoes/New Balance Classics/117623.3.jpg,0,1,4,18,22,171,185,193,197,202,204,204,204,1011,2142
49616,Shoes/Heels/ALDO/8129061.270.jpg,2,4,15,46,220,2478,4455,15730,17143,17579,17712,17727,17727,553,1166
39633,Shoes/Heels/Ros Hommerson/8035445.1134.jpg,2,4,25,47,221,1842,4173,5329,5603,5690,5719,5726,5726,106,67
17373,Shoes/Sneakers and Athletic Shoes/adidas Running/7879415.320948.jpg,0,4,15,22,79,1304,1707,2032,2113,2144,2153,2154,2154,480,439
32497,Shoes/Heels/Rieker/8006540.72.jpg,2,2,22,60,275,1385,4190,11304,12137,12407,12487,12498,12498,398,313
23303,Shoes/Sneakers and Athletic Shoes/Teva/7960587.23023.jpg,0,1,4,18,22,303,2091,5624,5921,6018,6050,6057,6057,1351,2495
16051,Shoes/Flats/Pazitos/7844871.1517.jpg,5,7,26,93,497,2855,4723,6089,6424,6537,6571,6578,6578,775,2391
32924,Slippers/Slipper Flats/Juicy Couture/8008717.366062.jpg,10,4,10,37,71,4756,8212,11429,12284,12557,12637,12648,12648,1060,662
49167,Sandals/Flat/Splendid/8120310.5151.jpg,3,2,5,6,66,537,3617,9518,10177,10381,10455,10466,10466,811,18
6133,Slippers/Slipper Flats/UGG Kids/7555001.35618.jpg,10,5,11,57,164,839,1176,1374,2423,2459,2470,2471,2471,333,2275
18830,Shoes/Heels/Ziera/7892780.326779.jpg,2,4,15,46,77,3338,5349,6977,7392,7526,7567,7574,7574,141,562
31160,Shoes/Oxfords/Gabriella Rocha/8000137.184651.jpg,8,4,10,14,16,575,7860,10858,11647,11901,11979,11990,11990,332,6
22555,Sandals/Flat/Dyeables/7943975.933.jpg,3,4,15,46,315,1583,2203,2664,2784,2824,2838,2839,2839,499,1296
28579,Shoes/Sneakers and Athletic Shoes/Puma Kids/7990363.360509.jpg,0,0,8,30,193,4329,7307,9967,10677,10894,10970,10981,10981,1328,814
12818,Boots/Ankle/Tretorn/7792303.290075.jpg,1,7,23,43,70,2547,3837,4868,5113,5192,5218,5224,5224,1806,236
15313,Boots/Ankle/Gentle Souls/7834992.3.jpg,1,3,6,24,65,349,1436,5826,6139,6240,6273,6280,6280,51,738
41259,Shoes/Heels/Franco Sarto/8044702.106.jpg,2,4,25,47,221,1842,2642,4513,4736,4808,4830,4836,4836,106,67
20456,Sandals/Flat/OluKai/7912017.183092.jpg,3,3,6,12,23,3529,5731,7534,7988,8143,8188,8195,8195,9,1421
34437,Shoes/Clogs and Mules/Born/8015725.10005.jpg,9,4,25,47,221,418,2627,11880,12788,13080,13163,13174,13174,1515,231
27619,Sandals/Flat/Oh! Shoes/7984848.358916.jpg,3,3,6,7,10,2514,7099,9662,10343,10549,10624,10635,10635,981,806
8431,Shoes/Sneakers and Athletic Shoes/adidas Originals Kids/7652831.6553.jpg,0,1,4,18,149,796,2583,3187,3334,3382,3400,3402,3402,130,1942
11979,Shoes/Flats/pediped/7765032.14451.jpg,5,5,28,71,152,2448,3636,4591,4817,4890,4912,4918,4918,1495,1838
49457,Shoes/Sneakers and Athletic Shoes/Bloch/8126155.436.jpg,0,6,16,42,69,2141,3138,4033,4233,4298,4318,4323,4323,1649,2418
34876,Shoes/Oxfords/Pikolinos/8017376.23562.jpg,8,1,17,25,117,4604,8573,11980,12902,13208,13291,13302,13302,1339,1897
33128,Boots/Knee High/LifeStride/8009720.293584.jpg,7,4,25,73,161,1680,7129,10194,10925,11147,11224,11235,11235,205,2529
43039,Shoes/Sneakers and Athletic Shoes/ASICS Kids/8056535.76106.jpg,0,7,14,19,165,5398,9701,14197,15430,15804,15910,15923,15923,986,1992
39744,Boots/Mid-Calf/Khombu Kids/8036167.3.jpg,4,5,11,15,484,2560,9379,13323,14437,14779,14876,14889,14889,1092,98
14862,Shoes/Prewalker/Bloch Kids/7827445.7516.jpg,13,1,17,41,306,840,4398,5649,5948,6045,6077,6084,6084,1619,2372
37100,Boots/Ankle/El Naturalista/8025442.12631.jpg,1,3,9,49,263,2071,5572,12579,13577,13893,13982,13995,13995,1035,1130
46218,Boots/Mid-Calf/Costume National/8080629.13884.jpg,4,3,9,49,181,737,2571,6216,6564,6679,6713,6720,6720,709,2053
26128,Shoes/Sneakers and Athletic Shoes/Keen/7977427.55057.jpg,0,6,16,42,69,1779,2538,9238,9870,10070,10144,10155,10155,779,1119
13197,Boots/Ankle/Sorel/7798363.29710.jpg,1,7,14,19,120,175,189,5021,5275,5356,5383,5390,5390,1796,1446
32899,Shoes/Heels/Juicy Couture/8008515.364864.jpg,2,4,29,75,342,1843,4066,11419,12270,12543,12623,12634,12634,1517,718
42562,Boots/Ankle/Wolverine/8052480.6.jpg,1,1,4,18,21,218,236,14089,15298,15667,15772,15785,15785,841,2438
21748,Sandals/Flat/Munro American/7928817.339379.jpg,3,4,15,20,209,363,5998,7914,8405,8571,8622,8629,8629,669,1975
47768,Shoes/Heels/Steve Madden/8098772.3.jpg,2,6,13,58,138,1419,10449,15213,16568,16987,17103,17117,17117,1475,520
8215,Shoes/Oxfords/Fitzwell/7645251.4016.jpg,8,1,1,1,107,152,2522,3107,3249,3297,3315,3317,3317,1193,397
27551,Shoes/Sneakers and Athletic Shoes/ASICS/7984107.358667.jpg,0,4,15,22,79,2450,3640,6549,10317,10522,10597,10608,10608,353,700
27642,Shoes/Sneakers and Athletic Shoes/Quiksilver/7985091.236330.jpg,0,0,0,0,0,92,7104,9669,10351,10557,10632,10643,10643,556,623
36996,Boots/Ankle/Cordani/8025277.6.jpg,1,3,9,34,377,2194,3210,4023,11713,11970,12048,12059,12059,403,2066
24021,Boots/Ankle/Keen Kids/7968191.155.jpg,1,1,4,4,199,1697,2465,3033,3172,3220,3238,3240,3240,1385,1111
9349,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/7677925.2078.jpg,0,5,11,28,143,1320,1734,3595,3767,3821,3839,3843,3843,1614,1300
24475,Shoes/Sneakers and Athletic Shoes/Saucony/7970330.236771.jpg,0,7,14,19,98,1335,1750,8787,9386,9575,9645,9656,9656,314,1822
21581,Shoes/Sneakers and Athletic Shoes/Nike Kids/7926857.287917.jpg,0,7,14,19,165,2424,3780,4796,5034,5111,5137,5143,5143,986,2192
19093,Sandals/Flat/Naot Footwear/7895805.393279.jpg,3,3,6,12,23,364,2394,2933,3069,3114,4926,4932,4932,820,715
37643,Shoes/Flats/Kid Express/8028055.1748.jpg,5,0,18,87,316,3689,6201,8242,13262,13575,13661,13672,13672,730,857
3612,Shoes/Sneakers and Athletic Shoes/New Balance Classics/7373683.125647.jpg,0,4,15,22,79,681,812,1407,1458,1482,1487,1488,1488,1257,88
20533,Sandals/Flat/Frye/7915059.184651.jpg,3,1,4,4,46,51,5753,7565,8023,8179,8224,8231,8231,795,331
20124,Shoes/Loafers/Born/7908632.389269.jpg,6,7,19,29,39,41,3106,7436,7879,8031,8075,8082,8082,433,1768
29460,Shoes/Heels/Trotters/7993867.362130.jpg,2,3,7,54,95,128,426,9869,10567,10783,10858,10869,10869,1660,2113
6393,Shoes/Flats/Anne Klein/7565941.346.jpg,5,6,27,74,299,815,985,2441,2543,2579,2592,2593,2593,272,1918
28968,Boots/Ankle/Camper/7992345.3.jpg,1,0,18,86,403,1537,2123,10084,10811,11030,11106,11117,11117,1130,558
22389,Shoes/Heels/Bouquets/7942015.3397.jpg,2,6,16,48,81,154,2998,8111,8637,8808,8865,8873,8873,1363,1413
15483,Boots/Ankle/Minnetonka Kids/7837668.231.jpg,1,5,11,28,143,2083,4568,5892,6211,6314,6347,6354,6354,1113,2055
5487,Boots/Ankle/Zamberlan/7526391.191966.jpg,1,1,4,18,22,135,146,2117,2206,2238,2247,2248,2248,579,1067
32986,Boots/Mid-Calf/Elephantito/8009163.1897.jpg,4,1,17,36,329,4762,8225,11449,12304,12577,12658,12669,12669,872,2517
35409,Boots/Mid-Calf/Roper/8019983.3.jpg,4,4,25,73,161,843,1765,12137,13073,13380,13464,13475,13475,205,2529
39710,Boots/Mid-Calf/Converse Kids/8035868.574.jpg,4,7,14,19,165,5258,9369,13310,14424,14766,14863,14876,14876,979,3
29455,Boots/Mid-Calf/Clarks/7993794.1084.jpg,4,3,9,49,181,591,692,774,797,808,811,811,811,709,2053
27311,Sandals/Flat/Patagonia/7982997.3.jpg,3,6,16,48,283,719,1094,9571,10236,10440,10514,10525,10525,1639,2368
36728,Shoes/Heels/Ivanka Trump/8024302.371187.jpg,2,6,24,44,411,1650,6233,12475,13455,13770,13857,13868,13868,1687,381
48263,Shoes/Flats/Dirty Laundry/8106261.7492.jpg,5,6,24,44,205,1245,6687,15480,16860,17287,17413,17427,17427,701,655
19154,Boots/Ankle/The North Face/7895996.320892.jpg,1,2,5,23,43,1919,2786,7116,7536,7673,7714,7721,7721,1097,1981
16290,Shoes/Heels/Biviel/7849755.311072.jpg,2,4,15,20,26,574,1012,6187,6532,6647,6681,6688,6688,1759,539
46444,Shoes/Heels/McQ/8081755.393280.jpg,2,3,6,24,65,4705,8087,11223,12046,12314,12394,12405,12405,51,738
49154,Shoes/Heels/Madden Girl/8120122.2089.jpg,2,6,16,21,27,1040,9476,15644,17047,17480,17609,17624,17624,1467,1632
34300,Shoes/Firstwalker/Naturino/8015416.574.jpg,12,1,2,2,352,4862,8476,11823,12725,13017,13100,13111,13111,246,1378
7656,Shoes/Oxfords/Bass/7616146.337753.jpg,8,1,17,25,117,179,2292,2790,2913,2954,2968,2970,2970,1339,2282
3487,Shoes/Sneakers and Athletic Shoes/Supra/7359514.392771.jpg,0,7,14,19,98,921,1142,1344,1392,1416,1421,1422,1422,1267,121
35891,Boots/Ankle/Giorgio Brutini/8021339.3.jpg,1,0,31,77,584,4393,7454,12259,13214,13526,13612,13623,13623,1415,1899
5464,Shoes/Heels/Stuart Weitzman/7524814.2986.jpg,2,2,5,10,188,302,331,357,365,371,373,373,373,786,978
18600,Sandals/Flat/Jessica Simpson Kids/7891338.391296.jpg,3,5,11,57,164,3176,5291,6891,7298,7430,7471,7478,7478,333,2275
36699,Boots/Knee High/Bouquets/8024150.10384.jpg,7,6,27,59,222,3383,8462,11807,12705,12997,13080,13091,13091,1732,602
36910,Boots/Ankle/Alexander McQueen/8024786.3.jpg,1,3,7,8,295,1973,8182,12516,13506,13821,13908,13921,13921,1269,1407
15323,Sandals/Flat/Gentle Souls/7835143.37116.jpg,3,3,6,7,24,25,3514,5830,6143,6244,6277,6284,6284,437,783
33127,Boots/Knee High/LifeStride/8009720.18.jpg,7,4,25,73,161,1680,7129,10194,10925,11147,11224,11235,11235,205,2529
22121,Shoes/Flats/Aster Kids/7934546.340903.jpg,5,0,18,86,318,938,1310,1532,1592,1617,1623,1624,1624,425,2245
42099,Boots/Mid-Calf/Donald J Pliner/8050208.261.jpg,4,6,24,94,485,2567,9741,13965,15167,15536,15641,15654,15654,901,1485
44056,Shoes/Heels/Stuart Weitzman/8064339.3455.jpg,2,3,6,12,14,115,417,8741,9336,9525,9594,9605,9605,590,2436
11404,Sandals/Flat/Naot Footwear/7749230.275185.jpg,3,2,5,10,91,207,750,4410,4623,4691,4713,4719,4719,757,506
48186,Shoes/Heels/Circus by Sam Edelman/8105121.20939.jpg,2,6,16,21,27,1040,9476,15461,16837,17264,17390,17404,17404,1467,1632
37359,Boots/Ankle/Vince Camuto/8026506.11414.jpg,1,3,9,49,263,2071,6376,9159,9787,9987,10060,10071,10071,1035,1130
45734,Shoes/Heels/Nine West/8076585.402490.jpg,2,6,16,48,81,154,2998,5014,5268,5349,5376,5382,5382,1363,1413
33445,Slippers/Slipper Flats/Foamtreads/8012197.6.jpg,10,7,19,29,39,4803,8336,11615,12488,12766,12847,12858,12858,388,2276
49798,Shoes/Sneakers and Athletic Shoes/Diesel/8133771.3.jpg,0,0,0,5,5,5679,10387,15107,16433,16847,16960,16974,16974,284,2574
27810,Boots/Ankle/Roxy Kids/7986966.20.jpg,1,5,11,28,143,1427,3313,4142,4345,4410,4431,4437,4437,1614,2236
40187,Shoes/Sneakers and Athletic Shoes/Ipath/8038944.8575.jpg,0,7,14,19,98,378,1251,1463,1517,14926,15023,15036,15036,696,1866
9170,Boots/Mid-Calf/Baffin/7672277.3.jpg,4,0,8,9,11,1524,2839,3529,3692,3745,3763,3767,3767,883,686
3692,Sandals/Flat/Naot Footwear/7381295.4844.jpg,3,3,6,12,94,539,1235,1444,1498,1523,1529,1530,1530,1650,2134
19386,Shoes/Sneakers and Athletic Shoes/DC Kids/7898045.329012.jpg,0,7,14,19,165,694,825,934,960,973,977,977,977,1547,980
39731,Boots/Mid-Calf/Khombu Kids/8035933.585.jpg,4,7,14,52,190,5260,9376,13319,14433,14775,14872,14885,14885,101,1667
11109,Boots/Ankle/Keen Utility/7742408.123661.jpg,1,0,0,0,33,2014,2941,4304,4512,4578,4600,4606,4606,529,1514
34910,Shoes/Sneakers and Athletic Shoes/Paul Smith Junior/8017553.3.jpg,0,1,17,25,365,4729,8307,11576,12444,12722,12803,12814,12814,844,859
44205,Shoes/Heels/Jessica Simpson/8064938.385495.jpg,2,6,27,74,299,815,1626,13485,15750,16141,16250,16263,16263,272,1918
12978,Shoes/Sneakers and Athletic Shoes/Nike Action/7795230.384575.jpg,0,1,4,18,22,2198,3214,4931,5181,5260,5287,5293,5293,1011,1050
36277,Boots/Mid-Calf/Steve Madden Kids/8022561.3.jpg,4,5,20,31,340,4025,8801,12361,13329,13642,13729,13740,13740,581,1713
15485,Boots/Ankle/Minnetonka Kids/7837668.22241.jpg,1,5,11,28,143,2083,4568,5892,6211,6314,6347,6354,6354,1113,2055
