,path,class,image_id,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_15,label_gran_20,label_gran_25,label_gran_30,label_gran_50,label_gran_70,label_gran_100,label_gran_150,label_gran_200,label_gran_300
5757,099.Ovenbird/Ovenbird_0046_92821.jpg,99,5758,6,16,86,523,1666,1447,36,4117,893,3796,5919,3970,4657,3630
5760,099.Ovenbird/Ovenbird_0128_93366.jpg,99,5761,4,15,18,186,536,2940,3594,5491,78,5747,1985,2727,1994,1769
5761,099.Ovenbird/Ovenbird_0136_92859.jpg,99,5762,3,4,2,528,1868,3824,470,1172,2234,3817,2347,4939,1549,5056
5763,099.Ovenbird/Ovenbird_0090_93375.jpg,99,5764,0,21,83,269,920,3152,4467,2318,1242,4378,2148,4560,2898,1583
5764,099.Ovenbird/Ovenbird_0004_92868.jpg,99,5765,5,27,15,56,1034,3032,1026,2711,3240,1306,2145,3374,5050,1047
5769,099.Ovenbird/Ovenbird_0003_92910.jpg,99,5770,0,26,37,338,1546,4153,2977,2815,3009,3121,2765,3063,4280,2132
5770,099.Ovenbird/Ovenbird_0045_92973.jpg,99,5771,6,7,127,606,2106,3870,4936,5303,1725,5781,350,1584,3706,3418
5771,099.Ovenbird/Ovenbird_0010_92957.jpg,99,5772,6,16,86,523,1185,1450,1382,2983,4533,2509,916,2716,1297,5295
5772,099.Ovenbird/Ovenbird_0130_92452.jpg,99,5773,5,27,15,11,1636,1395,3151,279,738,29,4713,1221,2688,5934
5775,099.Ovenbird/Ovenbird_0059_92470.jpg,99,5776,6,7,127,606,2106,3789,4702,5481,2993,3478,5489,1994,2513,5811
5777,099.Ovenbird/Ovenbird_0118_93002.jpg,99,5778,5,27,125,572,1838,2476,76,3107,4663,5517,3117,2314,241,5002
5778,099.Ovenbird/Ovenbird_0034_93006.jpg,99,5779,0,14,55,322,1261,1624,1457,4284,2848,4758,4423,4569,5237,2140
5779,099.Ovenbird/Ovenbird_0112_93018.jpg,99,5780,6,7,127,606,1122,881,2656,2966,2060,1569,4743,2207,1218,4915
5780,099.Ovenbird/Ovenbird_0098_93032.jpg,99,5781,0,21,83,35,2201,1265,597,734,3763,2459,4277,3441,4700,3511
5781,099.Ovenbird/Ovenbird_0011_92451.jpg,99,5782,7,13,97,74,246,1348,3212,5056,1467,5170,3031,3969,4040,5348
5782,099.Ovenbird/Ovenbird_0064_93208.jpg,99,5783,0,26,106,259,2352,2459,860,1056,4482,695,3854,3332,5712,3070
5789,099.Ovenbird/Ovenbird_0027_93086.jpg,99,5790,0,26,106,401,1245,1569,735,4088,2968,1990,775,3905,3083,4604
5791,099.Ovenbird/Ovenbird_0024_92583.jpg,99,5792,5,27,125,652,1153,1297,1914,393,5089,1580,5029,2865,4152,1549
5792,099.Ovenbird/Ovenbird_0077_92590.jpg,99,5793,0,21,31,257,1294,2263,2378,1347,2750,3275,4893,2444,1546,757
5793,099.Ovenbird/Ovenbird_0124_93103.jpg,99,5794,6,16,86,523,124,2040,4682,2293,862,4686,3069,4875,5399,2829
5795,099.Ovenbird/Ovenbird_0054_92594.jpg,99,5796,6,16,86,523,523,2703,3707,1938,5288,140,3443,4894,2284,208
5799,099.Ovenbird/Ovenbird_0096_93131.jpg,99,5800,6,7,127,606,2106,2792,3015,938,455,1010,5828,2755,3897,5735
5801,099.Ovenbird/Ovenbird_0137_92639.jpg,99,5802,6,7,127,606,1482,1807,3216,955,5844,3198,146,1602,5277,2718
5802,099.Ovenbird/Ovenbird_0135_93168.jpg,99,5803,6,2,33,272,2349,2570,172,1000,5258,3742,1749,5576,2481,899
5803,099.Ovenbird/Ovenbird_0102_93172.jpg,99,5804,5,27,15,611,1273,2755,3324,2535,3017,2970,2667,4169,5580,389
5810,100.Brown_Pelican/Brown_Pelican_0086_93757.jpg,100,5811,2,18,57,677,692,3221,1687,4331,3772,694,3488,1283,2736,3801
5811,100.Brown_Pelican/Brown_Pelican_0103_94787.jpg,100,5812,7,6,9,534,437,3470,3143,703,5539,4942,3881,1271,4019,5755
5818,100.Brown_Pelican/Brown_Pelican_0036_93843.jpg,100,5819,7,13,97,542,1728,223,4704,1140,4847,1079,1398,2254,5901,314
5820,100.Brown_Pelican/Brown_Pelican_0123_94368.jpg,100,5821,7,13,25,140,1253,308,1108,3774,5101,4933,2882,1790,3971,2186
5821,100.Brown_Pelican/Brown_Pelican_0010_94370.jpg,100,5822,7,13,97,542,1488,2457,3476,1281,5820,4870,459,5140,942,4681
5823,100.Brown_Pelican/Brown_Pelican_0111_93872.jpg,100,5824,7,13,97,542,1728,223,21,3240,3989,3682,214,3127,4315,3006
5824,100.Brown_Pelican/Brown_Pelican_0031_93874.jpg,100,5825,7,13,97,542,1470,3134,5107,5031,2190,2246,2514,249,1580,5963
5825,100.Brown_Pelican/Brown_Pelican_0020_95422.jpg,100,5826,2,1,20,370,2097,583,2368,140,2725,4876,4919,1219,920,4676
5826,100.Brown_Pelican/Brown_Pelican_0118_93475.jpg,100,5827,7,6,104,24,1256,1796,1544,4459,4089,5432,3718,2838,2112,4706
5827,100.Brown_Pelican/Brown_Pelican_0068_94430.jpg,100,5828,7,13,97,542,542,2171,673,5181,153,1397,2421,791,5690,5437
5829,100.Brown_Pelican/Brown_Pelican_0100_94434.jpg,100,5830,7,13,97,542,1728,223,5041,3441,1162,3405,5876,1103,1781,2629
5830,100.Brown_Pelican/Brown_Pelican_0013_93589.jpg,100,5831,7,13,36,407,2217,1776,2332,4570,4314,5654,4286,3868,4318,3870
5831,100.Brown_Pelican/Brown_Pelican_0140_93438.jpg,100,5832,7,13,97,542,1728,223,1278,4761,4719,4780,3580,1154,4708,259
5832,100.Brown_Pelican/Brown_Pelican_0080_93439.jpg,100,5833,2,1,50,184,1188,3645,3259,5619,4857,2630,3336,2406,4780,1888
5833,100.Brown_Pelican/Brown_Pelican_0131_94464.jpg,100,5834,7,6,104,24,651,3288,2354,1675,5179,2776,307,3566,516,4921
5834,100.Brown_Pelican/Brown_Pelican_0125_93461.jpg,100,5835,2,18,57,677,692,3221,521,3371,5057,1019,5942,5244,4631,2944
5835,100.Brown_Pelican/Brown_Pelican_0077_93464.jpg,100,5836,7,13,97,542,1728,223,657,2497,4748,2021,3912,4467,5440,2246
5838,100.Brown_Pelican/Brown_Pelican_0043_94506.jpg,100,5839,7,13,59,131,2230,1323,5087,2886,1770,175,1847,1239,4482,1397
5839,100.Brown_Pelican/Brown_Pelican_0139_93995.jpg,100,5840,7,13,97,46,539,3666,2827,3319,633,3685,1587,3202,2282,2378
5840,100.Brown_Pelican/Brown_Pelican_0067_94529.jpg,100,5841,7,13,36,433,1215,926,3177,1396,4755,5450,4227,4522,3084,777
5841,100.Brown_Pelican/Brown_Pelican_0141_94533.jpg,100,5842,1,12,60,623,294,70,4171,5611,2044,4745,4906,663,4234,2945
5843,100.Brown_Pelican/Brown_Pelican_0085_95053.jpg,100,5844,7,13,36,433,51,2022,1089,3748,1506,4253,4475,1354,2817,1401
5844,100.Brown_Pelican/Brown_Pelican_0071_94549.jpg,100,5845,7,6,104,24,1404,2734,4637,1583,5001,3696,3959,3982,4095,5210
5848,100.Brown_Pelican/Brown_Pelican_0121_94067.jpg,100,5849,7,6,8,167,2364,2464,2706,226,2253,4553,5112,187,2307,1987
5849,100.Brown_Pelican/Brown_Pelican_0129_94074.jpg,100,5850,2,18,57,545,1055,869,5082,3339,690,3473,542,5200,1537,3830
5850,100.Brown_Pelican/Brown_Pelican_0088_94076.jpg,100,5851,7,13,36,407,2217,3578,3999,1896,567,3829,3238,1719,681,3334
5851,100.Brown_Pelican/Brown_Pelican_0007_94078.jpg,100,5852,7,6,104,24,1256,2451,3876,3055,3378,4182,5756,4244,4934,945
5856,100.Brown_Pelican/Brown_Pelican_0011_94683.jpg,100,5857,2,18,57,545,1864,521,4906,804,1380,4662,5008,4827,3637,5733
5859,100.Brown_Pelican/Brown_Pelican_0025_95218.jpg,100,5860,7,13,97,542,1488,2457,2822,718,661,4341,3825,2402,2081,3609
5863,100.Brown_Pelican/Brown_Pelican_0056_95229.jpg,100,5864,2,18,57,545,178,3975,811,1977,293,653,4142,1017,4634,2422
5865,101.White_Pelican/White_Pelican_0073_96260.jpg,101,5866,2,18,57,545,178,3259,5070,3472,4429,169,2091,2927,704,2586
5868,101.White_Pelican/White_Pelican_0013_96901.jpg,101,5869,2,18,76,38,540,2217,1582,4815,4189,4356,4563,5174,4949,4975
5871,101.White_Pelican/White_Pelican_0056_97071.jpg,101,5872,2,18,57,545,1319,3186,5152,2137,1918,2011,2277,4791,5174,2923
5873,101.White_Pelican/White_Pelican_0035_96312.jpg,101,5874,2,18,57,545,178,4109,1068,5536,1728,406,5558,1035,2407,2561
5874,101.White_Pelican/White_Pelican_0009_97340.jpg,101,5875,2,18,76,394,954,2753,2405,3838,4355,5662,1945,100,3698,3184
5875,101.White_Pelican/White_Pelican_0071_96061.jpg,101,5876,2,18,57,545,1319,3186,5152,2213,3536,1975,5874,4734,3817,4547
5877,101.White_Pelican/White_Pelican_0042_97250.jpg,101,5878,2,18,57,545,178,4109,1068,5536,774,1660,586,3044,877,5684
5878,101.White_Pelican/White_Pelican_0037_95570.jpg,101,5879,2,1,126,387,2127,544,5047,3076,5489,4650,1773,3883,3069,642
5879,101.White_Pelican/White_Pelican_0039_97363.jpg,101,5880,2,18,76,38,540,1981,3482,5484,5228,3975,4736,3892,600,2464
5880,101.White_Pelican/White_Pelican_0067_95573.jpg,101,5881,2,18,76,38,540,2034,2391,3382,659,230,4901,2869,1381,4588
5881,101.White_Pelican/White_Pelican_0026_95832.jpg,101,5882,2,18,57,545,178,4109,1068,5536,774,1120,130,636,2744,3941
5882,101.White_Pelican/White_Pelican_0079_97380.jpg,101,5883,2,18,76,38,2309,1692,325,3912,4624,174,4561,4370,1417,3371
5886,101.White_Pelican/White_Pelican_0010_96876.jpg,101,5887,2,18,57,545,1319,3186,5152,2213,4948,734,4601,5880,1918,1569
5887,101.White_Pelican/White_Pelican_0068_95635.jpg,101,5888,7,13,97,542,1728,59,4388,1893,2624,4450,4147,325,2082,3361
5889,101.White_Pelican/White_Pelican_0044_96028.jpg,101,5890,2,18,57,677,692,3371,4001,3572,541,4691,4278,2798,2966,4666
5890,101.White_Pelican/White_Pelican_0084_95877.jpg,101,5891,2,18,76,394,732,3665,4488,5299,1665,2688,1027,5646,4012,3189
5891,101.White_Pelican/White_Pelican_0012_97261.jpg,101,5892,2,18,57,545,178,3883,4130,5159,4161,5692,3174,2190,2709,1087
5893,101.White_Pelican/White_Pelican_0081_96148.jpg,101,5894,7,13,97,46,2251,3752,2622,1724,4326,4806,3167,4483,5377,5569
5894,101.White_Pelican/White_Pelican_0032_96920.jpg,101,5895,2,18,57,545,178,4109,1068,995,5405,2428,484,4624,769,666
5895,101.White_Pelican/White_Pelican_0022_95897.jpg,101,5896,7,13,97,542,1488,2457,2822,3695,4613,654,3823,2123,2294,4109
5898,101.White_Pelican/White_Pelican_0059_96675.jpg,101,5899,2,18,57,545,178,3259,5070,3472,1200,3331,1836,5392,5654,2327
5899,101.White_Pelican/White_Pelican_0075_96422.jpg,101,5900,2,18,57,545,1642,2986,3226,3590,3681,5183,5247,1692,2669,62
5901,101.White_Pelican/White_Pelican_0005_95916.jpg,101,5902,2,18,92,618,379,4043,1304,3496,1388,3918,603,2442,3435,5098
5903,101.White_Pelican/White_Pelican_0015_96952.jpg,101,5904,7,13,97,46,2251,2947,5009,722,2570,2768,2859,5089,3,2425
5905,101.White_Pelican/White_Pelican_0028_95950.jpg,101,5906,2,18,76,38,540,2170,2624,5576,139,1718,5583,1708,3441,1001
5907,101.White_Pelican/White_Pelican_0050_97913.jpg,101,5908,2,18,57,545,178,3259,5070,3472,3111,5245,1343,5281,993,1733
5909,101.White_Pelican/White_Pelican_0047_97190.jpg,101,5910,2,18,57,545,178,4109,1068,5536,1728,406,5249,189,3565,1113
5911,101.White_Pelican/White_Pelican_0053_96236.jpg,101,5912,2,18,57,545,178,4109,1068,5536,774,1660,3834,5741,5866,1946
5912,101.White_Pelican/White_Pelican_0054_97528.jpg,101,5913,2,18,57,545,178,4109,1068,5536,1728,406,5558,5367,3293,1366
5913,101.White_Pelican/White_Pelican_0024_96554.jpg,101,5914,2,18,57,545,178,4109,1068,5536,4448,4891,1001,3026,2451,3456
5915,102.Western_Wood_Pewee/Western_Wood_Pewee_0016_98082.jpg,102,5916,6,2,107,337,1594,2762,2511,18,3932,5529,2531,1929,4382,5465
5918,102.Western_Wood_Pewee/Western_Wood_Pewee_0021_98101.jpg,102,5919,4,29,82,675,911,754,107,3241,3654,1733,4976,908,2537,4991
5921,102.Western_Wood_Pewee/Western_Wood_Pewee_0046_98113.jpg,102,5922,3,4,56,710,1910,1782,3280,1001,3724,1398,4321,2093,4706,299
5929,102.Western_Wood_Pewee/Western_Wood_Pewee_0074_98282.jpg,102,5930,7,22,119,168,1413,3595,4200,3083,584,4984,5630,1503,1451,2941
5930,102.Western_Wood_Pewee/Western_Wood_Pewee_0007_97985.jpg,102,5931,1,12,53,667,1485,2599,1105,3784,2814,3620,2474,301,4079,4062
5931,102.Western_Wood_Pewee/Western_Wood_Pewee_0015_98184.jpg,102,5932,5,5,103,271,961,477,1643,2040,5254,716,2020,5854,4901,2472
5933,102.Western_Wood_Pewee/Western_Wood_Pewee_0026_98191.jpg,102,5934,4,29,82,595,1726,2079,1493,562,5635,4871,3104,140,3780,5147
5934,102.Western_Wood_Pewee/Western_Wood_Pewee_0012_98031.jpg,102,5935,4,3,69,31,869,1289,5187,3259,1195,1492,2612,5412,4148,5008
5936,102.Western_Wood_Pewee/Western_Wood_Pewee_0011_98205.jpg,102,5937,3,9,0,8,425,2663,1073,3059,4197,1965,4871,5738,4356,2167
5938,102.Western_Wood_Pewee/Western_Wood_Pewee_0057_795040.jpg,102,5939,4,15,123,44,1589,937,2685,362,890,3352,1073,5198,5693,3997
5942,102.Western_Wood_Pewee/Western_Wood_Pewee_0060_795045.jpg,102,5943,5,5,109,146,2044,3998,1235,1730,5797,3814,4855,2164,3220,5905
5944,102.Western_Wood_Pewee/Western_Wood_Pewee_0079_795047.jpg,102,5945,6,7,39,303,783,2850,4101,4640,3881,2409,5088,2822,3311,4363
5945,102.Western_Wood_Pewee/Western_Wood_Pewee_0041_795048.jpg,102,5946,4,15,123,311,845,1075,1705,2003,3808,570,2122,2816,2981,1334
5946,102.Western_Wood_Pewee/Western_Wood_Pewee_0003_795050.jpg,102,5947,2,19,113,767,2116,1632,2507,4085,1474,5542,1050,5901,1033,5570
5947,102.Western_Wood_Pewee/Western_Wood_Pewee_0040_795051.jpg,102,5948,4,29,82,595,223,3190,1478,368,4080,2274,3273,5841,2863,2675
5949,102.Western_Wood_Pewee/Western_Wood_Pewee_0020_795054.jpg,102,5950,1,20,51,517,567,3625,2114,4669,3464,4044,439,5803,1906,3197
5950,102.Western_Wood_Pewee/Western_Wood_Pewee_0028_795057.jpg,102,5951,4,15,123,311,935,2676,1589,1006,1161,1900,588,1668,2635,1611
5952,102.Western_Wood_Pewee/Western_Wood_Pewee_0072_98035.jpg,102,5953,0,10,89,297,281,750,3236,1811,40,5597,711,5860,2031,4550
5955,102.Western_Wood_Pewee/Western_Wood_Pewee_0035_795062.jpg,102,5956,1,11,70,121,1138,20,3096,3236,3967,3914,4120,4705,4313,5958
5956,102.Western_Wood_Pewee/Western_Wood_Pewee_0039_795063.jpg,102,5957,0,10,89,297,281,2134,977,1344,3725,1887,4,363,2855,5590
5957,102.Western_Wood_Pewee/Western_Wood_Pewee_0054_97982.jpg,102,5958,5,8,68,429,1196,2052,4399,902,1065,1498,4091,76,5841,2591
5959,102.Western_Wood_Pewee/Western_Wood_Pewee_0004_98257.jpg,102,5960,6,16,49,308,308,1933,2133,5295,5324,5524,3984,907,416,5791
5960,102.Western_Wood_Pewee/Western_Wood_Pewee_0076_98002.jpg,102,5961,3,9,112,212,1011,2090,848,4465,467,769,1070,3980,5397,4283
5961,102.Western_Wood_Pewee/Western_Wood_Pewee_0008_795043.jpg,102,5962,4,3,41,253,1775,3838,5197,3004,1047,5525,2755,2487,2212,4813
5962,102.Western_Wood_Pewee/Western_Wood_Pewee_0059_98262.jpg,102,5963,2,19,113,767,2116,1632,3652,760,5734,433,3070,5693,2707,4317
5963,102.Western_Wood_Pewee/Western_Wood_Pewee_0049_98263.jpg,102,5964,4,3,69,31,1340,279,4436,1130,858,5294,3889,2775,4556,736
5965,102.Western_Wood_Pewee/Western_Wood_Pewee_0081_98270.jpg,102,5966,3,4,56,722,1940,219,3463,3309,3122,385,2365,207,2169,3984
5966,102.Western_Wood_Pewee/Western_Wood_Pewee_0030_98272.jpg,102,5967,5,5,103,551,2130,2147,740,440,231,5699,5373,5491,5674,3397
5967,102.Western_Wood_Pewee/Western_Wood_Pewee_0047_98274.jpg,102,5968,4,15,123,624,1991,346,4185,2429,2512,4066,1016,4810,3388,1753
5969,102.Western_Wood_Pewee/Western_Wood_Pewee_0068_98024.jpg,102,5970,4,0,24,418,1922,3618,367,4372,5187,2637,4077,2529,2885,5716
5976,103.Sayornis/Sayornis_0066_98309.jpg,103,5977,3,9,0,452,851,1578,3101,209,1502,4137,4317,2948,5980,848
5978,103.Sayornis/Sayornis_0086_98829.jpg,103,5979,4,0,29,483,1362,1773,2417,3882,4303,4724,1219,559,2655,4193
5979,103.Sayornis/Sayornis_0036_98323.jpg,103,5980,4,15,61,67,766,3522,119,1839,4836,3943,5561,488,4188,3400
5980,103.Sayornis/Sayornis_0106_98841.jpg,103,5981,0,10,89,297,575,945,1913,4894,4008,575,4810,4231,3250,3046
5981,103.Sayornis/Sayornis_0070_99354.jpg,103,5982,3,9,0,258,820,2029,1289,1359,796,2154,4481,2827,3304,3800
5987,103.Sayornis/Sayornis_0127_98865.jpg,103,5988,4,29,93,477,1349,282,4052,3627,478,547,1113,2924,3711,1488
5989,103.Sayornis/Sayornis_0012_98881.jpg,103,5990,1,11,63,382,112,2095,4609,5419,1098,2757,5294,4555,2629,1349
5991,103.Sayornis/Sayornis_0109_98906.jpg,103,5992,4,15,3,18,957,1085,4147,1955,1305,2041,2809,4212,5571,4178
5993,103.Sayornis/Sayornis_0111_98406.jpg,103,5994,1,17,124,416,1260,1813,328,5198,5603,4419,5859,5280,825,3847
5994,103.Sayornis/Sayornis_0129_98924.jpg,103,5995,5,5,109,446,2146,2526,4344,142,1287,5870,2878,1158,2864,166
5996,103.Sayornis/Sayornis_0098_98419.jpg,103,5997,4,15,18,186,1484,3025,4057,3475,1286,2089,4039,990,2417,3075
5999,103.Sayornis/Sayornis_0076_98941.jpg,103,6000,4,15,123,311,1358,1914,3215,911,1237,4520,5807,2220,5282,1811
6002,103.Sayornis/Sayornis_0038_98441.jpg,103,6003,4,15,61,193,1177,3230,2665,4890,941,1117,4225,4574,5093,4967
6003,103.Sayornis/Sayornis_0005_98958.jpg,103,6004,1,20,52,118,613,1536,491,4613,4530,3630,4390,744,5495,1937
6005,103.Sayornis/Sayornis_0114_98976.jpg,103,6006,3,9,0,8,425,2663,3319,1754,4887,4440,4756,5158,4376,3789
6006,103.Sayornis/Sayornis_0085_99503.jpg,103,6007,1,17,115,250,949,2870,3350,515,530,104,4311,4561,1240,5217
6007,103.Sayornis/Sayornis_0081_99508.jpg,103,6008,5,5,38,715,835,1973,1629,926,3247,4196,5385,5892,3382,1750
6016,103.Sayornis/Sayornis_0099_98593.jpg,103,6017,1,20,52,643,538,2311,4242,4057,1529,1431,4531,4988,753,790
6017,103.Sayornis/Sayornis_0002_98596.jpg,103,6018,4,29,32,664,500,3516,4463,3133,1863,4109,134,1400,1472,4543
6019,103.Sayornis/Sayornis_0011_98610.jpg,103,6020,4,29,82,675,357,162,2072,3558,2611,1234,4868,2692,117,5275
6020,103.Sayornis/Sayornis_0010_98611.jpg,103,6021,4,15,18,543,2280,3678,1363,5379,2688,4782,3974,3276,88,3815
6021,103.Sayornis/Sayornis_0133_99129.jpg,103,6022,5,5,67,679,401,1203,1413,1457,603,3971,2621,332,5135,4837
6022,103.Sayornis/Sayornis_0003_98618.jpg,103,6023,7,28,28,91,765,3556,3654,2471,497,3640,4458,4512,3330,2618
6023,103.Sayornis/Sayornis_0025_98620.jpg,103,6024,5,5,38,715,1750,613,2101,1388,4921,3905,148,4204,4621,126
6024,103.Sayornis/Sayornis_0113_98630.jpg,103,6025,4,15,123,624,1796,1652,5121,4827,3650,3168,674,5760,2518,1198
6025,103.Sayornis/Sayornis_0056_99553.jpg,103,6026,1,12,60,623,294,70,3899,2571,2882,4914,1880,4928,2494,5653
6026,103.Sayornis/Sayornis_0019_98636.jpg,103,6027,4,3,41,458,1914,3550,1195,5622,383,1891,2854,892,4679,1148
6027,103.Sayornis/Sayornis_0130_98678.jpg,103,6028,3,9,0,367,1782,1024,466,5330,3197,881,737,2327,4975,4044
6030,103.Sayornis/Sayornis_0020_98727.jpg,103,6031,3,4,56,76,336,3148,2752,4470,4749,1064,4006,901,2464,1428
6033,103.Sayornis/Sayornis_0058_98798.jpg,103,6034,5,5,67,315,578,2133,1895,2865,2673,4435,3762,1912,2325,4416
6034,104.American_Pipit/American_Pipit_0039_99841.jpg,104,6035,5,30,12,72,2148,1181,4726,2129,3132,1959,699,3933,1911,3108
6036,104.American_Pipit/American_Pipit_0074_100154.jpg,104,6037,0,21,83,35,1052,3480,3842,1611,3665,2673,840,531,4979,653
6038,104.American_Pipit/American_Pipit_0006_99857.jpg,104,6039,5,27,15,703,485,2979,3638,299,5309,2899,3620,5114,5774,5144
6039,104.American_Pipit/American_Pipit_0031_99607.jpg,104,6040,4,15,3,48,2087,3037,5180,628,2807,3560,3831,3071,5728,4779
6040,104.American_Pipit/American_Pipit_0021_100378.jpg,104,6041,6,7,127,670,1428,3252,2335,4987,48,5832,2829,3583,870,3035
6041,104.American_Pipit/American_Pipit_0082_99867.jpg,104,6042,5,27,15,56,1913,955,4414,2787,4158,5261,5169,1648,792,5500
6042,104.American_Pipit/American_Pipit_0114_100380.jpg,104,6043,0,21,83,35,81,390,4285,3184,4010,1676,2624,3137,1118,3125
6043,104.American_Pipit/American_Pipit_0008_100390.jpg,104,6044,5,5,109,446,852,3529,2589,4812,4409,2763,2481,5899,5575,4826
6045,104.American_Pipit/American_Pipit_0011_99630.jpg,104,6046,2,19,105,351,1756,2404,782,5087,903,1846,2517,5653,1463,2698
6051,104.American_Pipit/American_Pipit_0036_99658.jpg,104,6052,5,5,109,446,2146,3726,747,3831,1147,3842,3531,4332,3450,5702
6052,104.American_Pipit/American_Pipit_0019_99810.jpg,104,6053,6,16,73,755,2061,1685,1183,3271,4845,1808,1383,3473,3282,5382
6057,104.American_Pipit/American_Pipit_0015_99932.jpg,104,6058,0,26,44,16,917,3669,5006,3814,4040,1237,303,1830,1788,3952
6058,104.American_Pipit/American_Pipit_0027_100189.jpg,104,6059,0,21,83,269,759,863,588,2461,2245,1840,1478,4866,608,1690
6059,104.American_Pipit/American_Pipit_0024_99813.jpg,104,6060,6,25,21,776,696,2509,3535,2855,1562,713,5647,3125,575,3464
6060,104.American_Pipit/American_Pipit_0113_99939.jpg,104,6061,5,30,12,535,1136,3019,400,4801,5510,5641,2327,763,2791,347
6062,104.American_Pipit/American_Pipit_0045_99687.jpg,104,6063,7,6,8,183,2271,2387,3551,4725,5614,1877,5018,4219,1574,3443
6063,104.American_Pipit/American_Pipit_0034_99946.jpg,104,6064,2,18,77,227,1379,3239,919,5378,2097,4478,1116,1724,5671,5473
6065,104.American_Pipit/American_Pipit_0037_99954.jpg,104,6066,5,27,15,11,2319,285,4026,4026,955,3214,4414,5333,527,545
6067,104.American_Pipit/American_Pipit_0095_99959.jpg,104,6068,0,26,106,401,382,1806,5192,119,4769,3827,5631,5291,1062,3104
6069,104.American_Pipit/American_Pipit_0058_100218.jpg,104,6070,3,9,0,367,1341,3402,2320,3292,1391,2189,4341,4846,4090,64
6073,104.American_Pipit/American_Pipit_0102_99979.jpg,104,6074,6,2,33,39,1790,17,1149,3388,1323,4139,1999,357,865,2975
6074,104.American_Pipit/American_Pipit_0067_100237.jpg,104,6075,6,7,127,606,1229,2697,4770,566,4788,1369,566,4897,2836,1996
6078,104.American_Pipit/American_Pipit_0085_100246.jpg,104,6079,5,27,27,463,303,3600,582,4259,2023,1998,2036,5189,4914,3802
6079,104.American_Pipit/American_Pipit_0087_99996.jpg,104,6080,2,19,113,510,416,3919,61,1918,492,486,2417,3846,4665,3403
6080,104.American_Pipit/American_Pipit_0062_100000.jpg,104,6081,5,27,102,609,198,4055,341,3358,4397,1052,2986,4307,773,730
6081,104.American_Pipit/American_Pipit_0089_100260.jpg,104,6082,7,13,97,542,1728,4035,4230,898,2065,5410,2207,386,4777,5388
6082,104.American_Pipit/American_Pipit_0116_100015.jpg,104,6083,0,21,31,185,250,1260,4172,4500,4516,5556,4691,2698,5246,3255
6084,104.American_Pipit/American_Pipit_0002_100023.jpg,104,6085,7,13,97,771,429,3438,2223,5163,1701,1106,1662,4444,991,217
6087,104.American_Pipit/American_Pipit_0081_99785.jpg,104,6088,5,27,15,11,1320,4044,2092,1575,2192,5574,559,3104,2433,4141
6093,104.American_Pipit/American_Pipit_0073_99642.jpg,104,6094,5,30,12,432,203,1952,4601,3104,4242,3519,1989,1706,4174,3064
6094,105.Whip_poor_Will/Whip_Poor_Will_0011_796416.jpg,105,6095,7,13,97,542,1488,2457,3476,1281,5508,3765,938,3891,2368,5059
6095,105.Whip_poor_Will/Whip_Poor_Will_0048_796417.jpg,105,6096,0,14,7,15,1784,1883,2349,3657,3261,4558,2812,1710,2583,3270
6096,105.Whip_poor_Will/Whip_Poor_Will_0040_100482.jpg,105,6097,7,28,45,95,187,419,3839,305,2447,2018,5892,24,5956,3052
6098,105.Whip_poor_Will/Whip_Poor_Will_0008_796420.jpg,105,6099,0,14,98,508,1383,4027,1410,1245,5488,3502,1216,2641,1893,689
6101,105.Whip_poor_Will/Whip_Poor_Will_0009_796423.jpg,105,6102,7,22,119,168,1413,3595,4228,839,4436,3102,792,4405,515,420
6102,105.Whip_poor_Will/Whip_Poor_Will_0016_796424.jpg,105,6103,0,21,83,5,746,810,4754,454,3106,1912,3456,1913,1139,3481
6107,105.Whip_poor_Will/Whip_Poor_Will_0017_796429.jpg,105,6108,5,5,109,378,2004,3185,3943,4991,2224,5019,5408,5541,1530,2770
6108,105.Whip_poor_Will/Whip_Poor_Will_0035_796430.jpg,105,6109,7,28,28,267,48,1856,1024,3373,2692,534,4106,2543,890,5970
6109,105.Whip_poor_Will/Whip_Poor_Will_0007_796431.jpg,105,6110,0,21,83,269,759,3995,27,4012,5877,5321,965,3900,2651,2055
6110,105.Whip_poor_Will/Whip_Poor_Will_0006_22800.jpg,105,6111,0,14,98,113,14,1530,3770,4678,5787,4792,257,3745,2574,5140
6116,105.Whip_poor_Will/Whip_Poor_Will_0013_796439.jpg,105,6117,0,21,83,5,771,561,1284,5035,1860,3354,3563,5098,3077,4307
6117,105.Whip_poor_Will/Whip_Poor_Will_0046_796440.jpg,105,6118,6,7,127,670,1428,3252,3732,2279,5142,5370,2927,1989,2874,1006
6119,105.Whip_poor_Will/Whip_Poor_Will_0043_796442.jpg,105,6120,6,16,86,302,2278,1784,954,3761,4684,4276,5665,5559,2323,1922
6120,105.Whip_poor_Will/Whip_Poor_Will_0049_83621.jpg,105,6121,5,8,68,234,1531,3612,1798,5306,4602,4266,158,5887,2643,335
6121,105.Whip_poor_Will/Whip_Poor_Will_0004_100479.jpg,105,6122,0,26,106,321,819,3876,1104,2020,1856,4877,1114,4924,2616,5693
6123,105.Whip_poor_Will/Whip_Poor_Will_0031_100397.jpg,105,6124,7,22,16,689,299,3961,3941,4358,4510,3100,429,5858,3118,2748
