,label_gran_0,label_gran_1,label_gran_2,label_gran_3,label_gran_4,label_gran_5,class,path
18234,12,6,3,1,0,0,5,Shoes/Flats/Vaneli/7986876.398846.jpg
18235,17,8,4,2,1,0,3,Sandals/Flat/Nine West/8113229.105997.jpg
18236,8,4,2,1,0,0,6,Shoes/Loafers/Sorel/7981750.357661.jpg
18237,17,8,4,2,1,0,3,Sandals/Flat/Salt Water Sandal by Hoy Shoes/7532928.14.jpg
18238,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Timberland PRO/7590612.3.jpg
18239,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/8012460.386363.jpg
18240,12,6,3,1,0,0,5,Shoes/Flats/FootMates/8030521.373468.jpg
18241,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Primigi Kids/8031659.3.jpg
18242,15,7,3,1,0,0,7,Boots/Knee High/Frye/7792060.352798.jpg
18243,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Geox Kids/7799235.13080.jpg
18244,5,2,1,0,0,0,10,Slippers/Slipper Flats/Haflinger Kids/7968583.202026.jpg
18245,17,8,4,2,1,0,3,Sandals/Flat/Burberry/7980144.3.jpg
18246,17,8,4,2,1,0,3,Sandals/Flat/Jumping Jacks Kids/7902942.330584.jpg
18247,11,5,2,1,0,0,2,Shoes/Heels/ALDO/8096711.43.jpg
18248,11,5,2,1,0,0,2,Shoes/Heels/Betsey Johnson/8114096.1907.jpg
18249,10,5,2,1,0,0,4,Boots/Mid-Calf/Type Z/8028608.19.jpg
18250,3,1,0,0,0,0,1,Boots/Ankle/Lugz/8004077.365069.jpg
18251,15,7,3,1,0,0,7,Boots/Knee High/Romantic Soles/8037326.5775.jpg
18252,5,2,1,0,0,0,10,Slippers/Slipper Flats/smartdogs/8086639.395050.jpg
18253,11,5,2,1,0,0,2,Shoes/Heels/David Tate/7265089.216.jpg
18254,17,8,4,2,1,0,3,Sandals/Flat/Kenneth Cole Reaction/124965.200.jpg
18255,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7890956.349560.jpg
18256,10,5,2,1,0,0,4,Boots/Mid-Calf/Kamik/7998407.3.jpg
18257,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Lacoste Kids/8074671.144.jpg
18258,10,5,2,1,0,0,4,Boots/Mid-Calf/Frye/7970234.352757.jpg
18259,11,5,2,1,0,0,2,Shoes/Heels/Michael Antonio/8008094.585.jpg
18260,8,4,2,1,0,0,6,Shoes/Loafers/Born/8043049.4082.jpg
18261,5,2,1,0,0,0,10,Slippers/Slipper Flats/Old Friend/7575253.6.jpg
18262,3,1,0,0,0,0,1,Boots/Ankle/Frye/7719325.263039.jpg
18263,11,5,2,1,0,0,2,Shoes/Heels/Type Z/7640370.50415.jpg
18264,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vivobarefoot/7898542.14.jpg
18265,0,0,0,0,0,0,8,Shoes/Oxfords/Josef Seibel/7376038.129936.jpg
18266,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7903852.173766.jpg
18267,17,8,4,2,1,0,3,Sandals/Flat/Scott Hawaii/7823338.9.jpg
18268,11,5,2,1,0,0,2,Shoes/Heels/J. Renee/8168300.57113.jpg
18269,8,4,2,1,0,0,6,Shoes/Loafers/Bogs/7447918.3.jpg
18270,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7881990.355810.jpg
18271,17,8,4,2,1,0,3,Sandals/Flat/taos Footwear/8132515.695.jpg
18272,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/EVOLV/7706102.559.jpg
18273,3,1,0,0,0,0,1,Boots/Ankle/Florsheim Kids/8042997.31237.jpg
18274,17,8,4,2,1,0,3,Sandals/Flat/Naot Footwear/7895806.4565.jpg
18275,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8053587.151.jpg
18276,17,8,4,2,1,0,3,Sandals/Flat/La Plume/7930421.20.jpg
18277,12,6,3,1,0,0,5,Shoes/Flats/See Kai Run Kids/7998655.89.jpg
18278,8,4,2,1,0,0,6,Shoes/Loafers/Pazitos/8002614.6.jpg
18279,3,1,0,0,0,0,1,Boots/Ankle/Michael Kors/8030645.147.jpg
18280,5,2,1,0,0,0,10,Slippers/Slipper Flats/Justin/8084918.217.jpg
18281,15,7,3,1,0,0,7,Boots/Knee High/Calvin Klein/8130587.372996.jpg
18282,3,1,0,0,0,0,1,Boots/Ankle/GUESS/8113325.3.jpg
18283,17,8,4,2,1,0,3,Sandals/Flat/Orthaheel/7906940.3.jpg
18284,11,5,2,1,0,0,2,Shoes/Heels/Gabriella Rocha/7371547.3828.jpg
18285,17,8,4,2,1,0,3,Sandals/Flat/Josef Seibel/7755921.295964.jpg
18286,11,5,2,1,0,0,2,Shoes/Heels/KORS Michael Kors/7646714.89.jpg
18287,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Diesel/8002239.14.jpg
18288,12,6,3,1,0,0,5,Shoes/Flats/Madden Girl/8060929.38764.jpg
18289,17,8,4,2,1,0,3,Sandals/Flat/Roxy/8089877.10623.jpg
18290,15,7,3,1,0,0,7,Boots/Knee High/Camper Kids/7988124.3.jpg
18291,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Born/8070393.4082.jpg
18292,11,5,2,1,0,0,2,Shoes/Heels/Nina/7523111.287627.jpg
18293,5,2,1,0,0,0,10,Slippers/Slipper Flats/Acorn/8023188.6497.jpg
18294,3,1,0,0,0,0,1,Boots/Ankle/Romantic Soles/8020673.798.jpg
18295,8,4,2,1,0,0,6,Shoes/Loafers/Dockers/8023494.371020.jpg
18296,15,7,3,1,0,0,7,Boots/Knee High/Naturino/7987812.6.jpg
18297,12,6,3,1,0,0,5,Shoes/Flats/Pazitos/7844871.31317.jpg
18298,15,7,3,1,0,0,7,Boots/Knee High/Stuart Weitzman/7976774.23246.jpg
18299,5,2,1,0,0,0,10,Slippers/Slipper Flats/Sorel/7421652.357663.jpg
18300,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/7545722.742.jpg
18301,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Mizuno/7706784.513.jpg
18302,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7780816.350939.jpg
18303,10,5,2,1,0,0,4,Boots/Mid-Calf/Primigi Kids/8024495.6.jpg
18304,11,5,2,1,0,0,2,Shoes/Heels/Badgley Mischka/7650949.12398.jpg
18305,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7975830.355374.jpg
18306,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Sbicca/8023080.764.jpg
18307,8,4,2,1,0,0,6,Shoes/Loafers/Steve Madden/7821452.6.jpg
18308,17,8,4,2,1,0,3,Sandals/Flat/Frye/7910998.87658.jpg
18309,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Mizuno/7706943.742.jpg
18310,17,8,4,2,1,0,3,Sandals/Flat/Michael Antonio/8077123.3.jpg
18311,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Converse/7633064.233368.jpg
18312,15,7,3,1,0,0,7,Boots/Knee High/Eric Michael/8020624.3.jpg
18313,12,6,3,1,0,0,5,Shoes/Flats/Roxy/7983602.6700.jpg
18314,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Onitsuka Tiger by Asics/7792384.274495.jpg
18315,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Saucony/8044097.377289.jpg
18316,8,4,2,1,0,0,6,Shoes/Loafers/Floats by Robert Wayne/8126978.742.jpg
18317,3,1,0,0,0,0,1,Boots/Ankle/Steve Madden/8081041.72.jpg
18318,0,0,0,0,0,0,8,Shoes/Oxfords/Bass/7505665.876.jpg
18319,5,2,1,0,0,0,10,Slippers/Slipper Flats/L.B. Evans/7845009.1567.jpg
18320,5,2,1,0,0,0,10,Slippers/Slipper Flats/Sorel/7422158.70450.jpg
18321,3,1,0,0,0,0,1,Boots/Ankle/Clarks/7841184.72.jpg
18322,17,8,4,2,1,0,3,Sandals/Flat/Stuart Weitzman/7881195.217132.jpg
18323,4,2,1,0,0,0,11,Shoes/Boat Shoes/Roxy/8089922.767.jpg
18324,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/UGG/7962617.1839.jpg
18325,0,0,0,0,0,0,8,Shoes/Oxfords/Rockport/7555529.72.jpg
18326,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Reebok Kids/7979586.356977.jpg
18327,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8081571.1850.jpg
18328,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/7920037.110789.jpg
18329,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/7762705.334973.jpg
18330,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Running/8026536.371864.jpg
18331,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/7919943.35867.jpg
18332,17,8,4,2,1,0,3,Sandals/Flat/Jil Sander/7894824.327921.jpg
18333,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Sbicca/8106519.3.jpg
18334,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Kids/8025761.12293.jpg
18335,17,8,4,2,1,0,3,Sandals/Flat/Lucky Brand/8048189.10414.jpg
18336,8,4,2,1,0,0,6,Shoes/Loafers/Enzo Angiolini/7289703.328.jpg
18337,3,1,0,0,0,0,1,Boots/Ankle/True Religion/8034203.3.jpg
18338,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SIDI/8118229.405177.jpg
18339,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Fred Perry/8028623.275.jpg
18340,12,6,3,1,0,0,5,Shoes/Flats/Stride Rite/8000308.3.jpg
18341,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8059687.59481.jpg
18342,11,5,2,1,0,0,2,Shoes/Heels/L.A.M.B%2E/7990671.30937.jpg
18343,17,8,4,2,1,0,3,Sandals/Flat/SOLE/7956084.1162.jpg
18344,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Merrell/7986954.359519.jpg
18345,17,8,4,2,1,0,3,Sandals/Flat/Michael Kors/7946937.344517.jpg
18346,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Creative Recreation/7292926.7547.jpg
18347,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Saucony/7707719.755.jpg
18348,14,7,3,1,0,0,9,Shoes/Clogs and Mules/SKECHERS/7431037.3.jpg
18349,17,8,4,2,1,0,3,Sandals/Flat/Touch Ups/8097285.934.jpg
18350,10,5,2,1,0,0,4,Boots/Mid-Calf/La Sportiva/7158518.16740.jpg
18351,11,5,2,1,0,0,2,Shoes/Heels/Nine West/7782847.57824.jpg
18352,15,7,3,1,0,0,7,Boots/Knee High/Stuart Weitzman/7999476.23246.jpg
18353,3,1,0,0,0,0,1,Boots/Ankle/Timberland/8046309.3.jpg
18354,12,6,3,1,0,0,5,Shoes/Flats/Gentle Souls/7927126.11.jpg
18355,12,6,3,1,0,0,5,Shoes/Flats/Jumping Jacks Kids/7995807.362672.jpg
18356,6,3,1,0,0,0,14,Sandals/Heel/Naot Footwear/7252119.70241.jpg
18357,3,1,0,0,0,0,1,Boots/Ankle/Baffin/7577482.3.jpg
18358,17,8,4,2,1,0,3,Sandals/Flat/Fergie/8099620.1430.jpg
18359,3,1,0,0,0,0,1,Boots/Ankle/Wolverine/8057334.3.jpg
18360,11,5,2,1,0,0,2,Shoes/Heels/J. Renee/8069960.535.jpg
18361,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Ahnu/7605025.93554.jpg
18362,11,5,2,1,0,0,2,Shoes/Heels/Cole Haan/8060962.106.jpg
18363,12,6,3,1,0,0,5,Shoes/Flats/Blowfish/8028898.354485.jpg
18364,3,1,0,0,0,0,1,Boots/Ankle/Diesel/8002300.14037.jpg
18365,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals/7549521.292390.jpg
18366,11,5,2,1,0,0,2,Shoes/Heels/Bandolino/8088790.395778.jpg
18367,11,5,2,1,0,0,2,Shoes/Heels/Stuart Weitzman/7774294.283583.jpg
18368,10,5,2,1,0,0,4,Boots/Mid-Calf/SKECHERS/8048961.585.jpg
18369,17,8,4,2,1,0,3,Sandals/Flat/Not Rated/7920996.632.jpg
18370,10,5,2,1,0,0,4,Boots/Mid-Calf/Yellow Box/8038861.3.jpg
18371,8,4,2,1,0,0,6,Shoes/Loafers/Sanuk Kids/8066028.11213.jpg
18372,10,5,2,1,0,0,4,Boots/Mid-Calf/Bandolino/8073081.389904.jpg
18373,3,1,0,0,0,0,1,Boots/Ankle/Frye/7659296.3008.jpg
18374,0,0,0,0,0,0,8,Shoes/Oxfords/Timberland Kids/7987614.6.jpg
18375,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7984130.358676.jpg
18376,12,6,3,1,0,0,5,Shoes/Flats/MICHAEL Michael Kors Kids/8042225.47587.jpg
18377,3,1,0,0,0,0,1,Boots/Ankle/Softspots/8013304.311888.jpg
18378,11,5,2,1,0,0,2,Shoes/Heels/Loeffler Randall/7931627.21550.jpg
18379,11,5,2,1,0,0,2,Shoes/Heels/Michael Antonio/8043444.632.jpg
18380,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Macbeth/7810901.358802.jpg
18381,3,1,0,0,0,0,1,Boots/Ankle/ALDO/8049021.3.jpg
18382,3,1,0,0,0,0,1,Boots/Ankle/Frye/7970400.289890.jpg
18383,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/pediped/7902244.9.jpg
18384,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Kids/7973461.401208.jpg
18385,17,8,4,2,1,0,3,Sandals/Flat/OluKai/7508748.273362.jpg
18386,11,5,2,1,0,0,2,Shoes/Heels/Soft Style/8023935.99.jpg
18387,12,6,3,1,0,0,5,Shoes/Flats/La Plume/7852142.6.jpg
18388,3,1,0,0,0,0,1,Boots/Ankle/ara/8037355.208.jpg
18389,0,0,0,0,0,0,8,Shoes/Oxfords/DV by Dolce Vita/8084066.43.jpg
18390,11,5,2,1,0,0,2,Shoes/Heels/ECCO/7814794.345609.jpg
18391,3,1,0,0,0,0,1,Boots/Ankle/Cordani/8025264.3.jpg
18392,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Salomon Kids/7768827.297734.jpg
18393,12,6,3,1,0,0,5,Shoes/Flats/See by Chloe/7969524.3.jpg
18394,17,8,4,2,1,0,3,Sandals/Flat/Jack Rogers/8089780.395938.jpg
18395,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/UGG/7843289.72.jpg
18396,17,8,4,2,1,0,3,Sandals/Flat/Roxy Kids/8095103.2713.jpg
18397,4,2,1,0,0,0,11,Shoes/Boat Shoes/Frye/7880970.9.jpg
18398,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Salomon/7982227.391116.jpg
18399,3,1,0,0,0,0,1,Boots/Ankle/Nine West/8051045.216.jpg
18400,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Easy Spirit/7968181.325.jpg
18401,17,8,4,2,1,0,3,Sandals/Flat/Keen/7718603.262761.jpg
18402,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/DVS Shoe Company/7992237.84.jpg
18403,12,6,3,1,0,0,5,Shoes/Flats/Elephantito/8009158.22877.jpg
18404,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Converse/7732318.391732.jpg
18405,11,5,2,1,0,0,2,Shoes/Heels/Frye/8061590.384010.jpg
18406,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals/7600107.751.jpg
18407,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7742825.515.jpg
18408,11,5,2,1,0,0,2,Shoes/Heels/BCBGeneration/7688403.167623.jpg
18409,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/8013416.367379.jpg
18410,15,7,3,1,0,0,7,Boots/Knee High/Not Rated/8072821.401.jpg
18411,8,4,2,1,0,0,6,Shoes/Loafers/Nine West/8113204.2918.jpg
18412,12,6,3,1,0,0,5,Shoes/Flats/Blowfish/8126674.407853.jpg
18413,15,7,3,1,0,0,7,Boots/Knee High/Chinese Laundry/8029247.344633.jpg
18414,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Born/7545103.240244.jpg
18415,5,2,1,0,0,0,10,Slippers/Slipper Flats/Acorn/8021140.568.jpg
18416,11,5,2,1,0,0,2,Shoes/Heels/ALDO/8096658.3.jpg
18417,3,1,0,0,0,0,1,Boots/Ankle/Sorel/7798363.24532.jpg
18418,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Zoot Sports/7887886.359853.jpg
18419,3,1,0,0,0,0,1,Boots/Ankle/Clarks/105990.2206.jpg
18420,8,4,2,1,0,0,6,Shoes/Loafers/Clarks/7666046.72.jpg
18421,3,1,0,0,0,0,1,Boots/Ankle/Scarpa/8009719.189.jpg
18422,11,5,2,1,0,0,2,Shoes/Heels/Jessica Simpson/8064935.393488.jpg
18423,3,1,0,0,0,0,1,Boots/Ankle/Cobb Hill/8073188.401.jpg
18424,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7255074.375068.jpg
18425,3,1,0,0,0,0,1,Boots/Ankle/Dolce Vita/8115299.3.jpg
18426,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vivobarefoot/7836534.529.jpg
18427,15,7,3,1,0,0,7,Boots/Knee High/Eric Michael/8020576.3.jpg
18428,8,4,2,1,0,0,6,Shoes/Loafers/Donald J Pliner/8017977.93322.jpg
18429,3,1,0,0,0,0,1,Boots/Ankle/Tretorn/7996981.3.jpg
18430,5,2,1,0,0,0,10,Slippers/Slipper Flats/Old Friend/7181360.559.jpg
18431,8,4,2,1,0,0,6,Shoes/Loafers/Venettini Kids/8039890.376193.jpg
18432,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Alegria/8102196.399456.jpg
18433,11,5,2,1,0,0,2,Shoes/Heels/Tommy Hilfiger/8093894.397258.jpg
18434,17,8,4,2,1,0,3,Sandals/Flat/Teva/7724776.714.jpg
18435,0,0,0,0,0,0,8,Shoes/Oxfords/Cole Haan/7993431.205704.jpg
18436,11,5,2,1,0,0,2,Shoes/Heels/Stuart Weitzman/8031480.105060.jpg
18437,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals Kids/7723036.11683.jpg
18438,0,0,0,0,0,0,8,Shoes/Oxfords/Bass/8028830.372728.jpg
18439,10,5,2,1,0,0,4,Boots/Mid-Calf/Durango/7991836.11.jpg
18440,11,5,2,1,0,0,2,Shoes/Heels/Giuseppe Zanotti/7964870.3.jpg
18441,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Hi-Tec/7899957.186263.jpg
18442,17,8,4,2,1,0,3,Sandals/Flat/Frye/7915059.3.jpg
18443,1,0,0,0,0,0,13,Shoes/Prewalker/Designer's Touch Kids/7679432.3298.jpg
18444,12,6,3,1,0,0,5,Shoes/Flats/Dirty Laundry/7899375.3.jpg
18445,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Macbeth/7810900.297932.jpg
18446,0,0,0,0,0,0,8,Shoes/Oxfords/Dunham/8021855.5775.jpg
18447,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/UGG/8041914.281.jpg
18448,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8001116.151.jpg
18449,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Creative Recreation Kids/7779512.14.jpg
18450,17,8,4,2,1,0,3,Sandals/Flat/Allrounder by Mephisto/7931376.339917.jpg
18451,12,6,3,1,0,0,5,Shoes/Flats/Dr. Martens/8004416.365189.jpg
18452,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/ECCO/7950185.345563.jpg
18453,0,0,0,0,0,0,8,Shoes/Oxfords/Kenneth Cole Reaction/8084256.80.jpg
18454,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Reebok Kids/8031344.5298.jpg
18455,3,1,0,0,0,0,1,Boots/Ankle/Minnetonka/7739188.984.jpg
18456,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/OluKai/7978230.356567.jpg
18457,3,1,0,0,0,0,1,Boots/Ankle/Dr. Martens/8004454.3.jpg
18458,3,1,0,0,0,0,1,Boots/Ankle/Merrell/7987318.524.jpg
18459,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/K-Swiss/7731873.742.jpg
18460,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/8020148.404920.jpg
18461,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SeaVees/7824686.20207.jpg
18462,3,1,0,0,0,0,1,Boots/Ankle/La Sportiva/7542790.396.jpg
18463,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7903944.28551.jpg
18464,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Cole Haan/7966442.7836.jpg
18465,3,1,0,0,0,0,1,Boots/Ankle/David Tate/7997856.106.jpg
18466,11,5,2,1,0,0,2,Shoes/Heels/Calvin Klein/7759111.947.jpg
18467,10,5,2,1,0,0,4,Boots/Mid-Calf/Aquatalia by Marvin K%2E/8011803.366781.jpg
18468,8,4,2,1,0,0,6,Shoes/Loafers/Merrell/7879762.46658.jpg
18469,15,7,3,1,0,0,7,Boots/Knee High/EMU Australia/7967702.1679.jpg
18470,11,5,2,1,0,0,2,Shoes/Heels/Nine West/8113574.396512.jpg
18471,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Running/7928043.338943.jpg
18472,10,5,2,1,0,0,4,Boots/Mid-Calf/FitFlop/7837865.3386.jpg
18473,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7942185.108063.jpg
18474,8,4,2,1,0,0,6,Shoes/Loafers/Salvatore Ferragamo/8120313.163805.jpg
18475,10,5,2,1,0,0,4,Boots/Mid-Calf/UGG/8092699.14.jpg
18476,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Caterpillar/8101139.1802.jpg
18477,5,2,1,0,0,0,10,Slippers/Slipper Flats/Justin/8084691.20.jpg
18478,12,6,3,1,0,0,5,Shoes/Flats/MICHAEL Michael Kors/8064435.3.jpg
18479,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Running/7977328.356176.jpg
18480,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Cushe/7718860.275.jpg
18481,17,8,4,2,1,0,3,Sandals/Flat/Sanuk/7170725.160610.jpg
18482,17,8,4,2,1,0,3,Sandals/Flat/Kid Express/7926129.934.jpg
18483,10,5,2,1,0,0,4,Boots/Mid-Calf/Gypsy SOULE/8117433.3.jpg
18484,3,1,0,0,0,0,1,Boots/Ankle/Ariat/7992487.361545.jpg
18485,12,6,3,1,0,0,5,Shoes/Flats/Walking Cradles/8035489.8874.jpg
18486,4,2,1,0,0,0,11,Shoes/Boat Shoes/Sperry Top-Sider/7161124.352727.jpg
18487,10,5,2,1,0,0,4,Boots/Mid-Calf/Christin Michaels/8020294.50996.jpg
18488,11,5,2,1,0,0,2,Shoes/Heels/Stuart Weitzman Bridal & Evening Collection/7976636.3528.jpg
18489,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Reebok Kids/8048250.378765.jpg
18490,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/8020096.369867.jpg
18491,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8058593.137771.jpg
18492,12,6,3,1,0,0,5,Shoes/Flats/Salvatore Ferragamo/7964182.43.jpg
18493,17,8,4,2,1,0,3,Sandals/Flat/Naot Footwear/7615200.207009.jpg
18494,10,5,2,1,0,0,4,Boots/Mid-Calf/MICHAEL Michael Kors/8031685.712.jpg
18495,15,7,3,1,0,0,7,Boots/Knee High/Aquatalia by Marvin K%2E/7921490.129767.jpg
18496,10,5,2,1,0,0,4,Boots/Mid-Calf/Timberland Kids/7987561.400.jpg
18497,6,3,1,0,0,0,14,Sandals/Heel/Clarks/7294684.1838.jpg
18498,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7965529.385250.jpg
18499,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Kids/7973442.401209.jpg
18500,10,5,2,1,0,0,4,Boots/Mid-Calf/AIGLE Kids/8101679.423.jpg
18501,11,5,2,1,0,0,2,Shoes/Heels/Sofft/7756087.90.jpg
18502,10,5,2,1,0,0,4,Boots/Mid-Calf/Frye/7970237.289855.jpg
18503,15,7,3,1,0,0,7,Boots/Knee High/Luichiny/8039209.140878.jpg
18504,3,1,0,0,0,0,1,Boots/Ankle/Cole Haan/7897184.328738.jpg
18505,3,1,0,0,0,0,1,Boots/Ankle/Cole Haan/7662488.947.jpg
18506,14,7,3,1,0,0,9,Shoes/Clogs and Mules/La Plume/8020350.453.jpg
18507,11,5,2,1,0,0,2,Shoes/Heels/Jessica Simpson/7614480.393489.jpg
18508,17,8,4,2,1,0,3,Sandals/Flat/Annie/7567867.1134.jpg
18509,3,1,0,0,0,0,1,Boots/Ankle/BC Footwear/8015110.3.jpg
18510,3,1,0,0,0,0,1,Boots/Ankle/Palladium/7995455.362594.jpg
18511,3,1,0,0,0,0,1,Boots/Ankle/VOLATILE/7885465.3.jpg
18512,17,8,4,2,1,0,3,Sandals/Flat/SOLE/7956081.17498.jpg
18513,11,5,2,1,0,0,2,Shoes/Heels/Bella-Vita/7393857.80.jpg
18514,8,4,2,1,0,0,6,Shoes/Loafers/LifeStride/8009617.17.jpg
18515,12,6,3,1,0,0,5,Shoes/Flats/Big Buddha/7864010.19916.jpg
18516,12,6,3,1,0,0,5,Shoes/Flats/Naot Footwear/7308800.95650.jpg
18517,8,4,2,1,0,0,6,Shoes/Loafers/Sanuk/8060647.1904.jpg
18518,17,8,4,2,1,0,3,Sandals/Flat/Clarks/7892408.72.jpg
18519,11,5,2,1,0,0,2,Shoes/Heels/Naot Footwear/7990955.361013.jpg
18520,3,1,0,0,0,0,1,Boots/Ankle/SKECHERS/8020099.3098.jpg
18521,15,7,3,1,0,0,7,Boots/Knee High/Bouquets/8024121.7294.jpg
18522,8,4,2,1,0,0,6,Shoes/Loafers/Umi Kids/7994023.3.jpg
18523,12,6,3,1,0,0,5,Shoes/Flats/Venettini Kids/8039950.126512.jpg
18524,12,6,3,1,0,0,5,Shoes/Flats/Moschino/7854435.585.jpg
18525,12,6,3,1,0,0,5,Shoes/Flats/Amiana/7944485.344067.jpg
18526,10,5,2,1,0,0,4,Boots/Mid-Calf/Ariat/7921556.335498.jpg
18527,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Lacoste Kids/7917331.7778.jpg
18528,4,2,1,0,0,0,11,Shoes/Boat Shoes/Sanuk/7909675.401.jpg
18529,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Polo Ralph Lauren/8073240.389962.jpg
