,label_gran_14,label_gran_13,label_gran_12,label_gran_11,label_gran_10,label_gran_9,label_gran_8,label_gran_7,label_gran_6,label_gran_5,label_gran_4,label_gran_3,label_gran_2,label_gran_1,label_gran_0,class,path
15184,21632,10817,5409,2706,1354,677,339,171,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Wolverine/7555323.6.jpg
15185,9617,4808,2404,1202,601,300,150,75,38,19,9,5,3,2,1,1,Boots/Ankle/Ipath/7987721.359781.jpg
15186,3798,1899,949,474,237,118,59,29,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/ECCO/7973563.354183.jpg
15187,13201,6601,3301,1651,826,413,207,104,53,27,14,8,5,3,2,2,Shoes/Heels/Kate Spade New York/7560786.89.jpg
15188,10624,5312,2656,1328,664,332,166,83,42,21,10,5,3,2,1,1,Boots/Ankle/SeaVees/7783072.15927.jpg
15189,8501,4250,2125,1062,531,265,132,66,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Saucony/8044286.259090.jpg
15190,28660,14332,7167,3585,1794,897,450,226,114,58,30,16,9,7,6,6,Shoes/Loafers/Eastland/8028789.216.jpg
15191,7193,3596,1798,899,449,224,112,56,28,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/GUESS Kids'/8011132.28061.jpg
15192,22753,11378,5689,2846,1424,712,357,180,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Western Chief Kids/8087969.764.jpg
15193,15056,7528,3764,1882,941,471,236,119,60,30,15,8,5,3,2,2,Shoes/Heels/Luichiny/8006126.585.jpg
15194,34563,17285,8644,4325,2165,1085,545,275,139,71,38,22,15,13,12,12,Shoes/Firstwalker/See Kai Run Kids/7998537.574.jpg
15195,13200,6600,3300,1650,825,413,207,104,53,27,14,8,5,3,2,2,Shoes/Heels/Gabriella Rocha/7765186.261.jpg
15196,15002,7501,3751,1876,938,469,235,118,60,30,15,8,5,3,2,2,Shoes/Heels/SKECHERS/7998246.275.jpg
15197,13719,6860,3430,1715,858,429,215,108,55,28,14,8,5,3,2,2,Shoes/Heels/Clarks/7993498.500.jpg
15198,34230,17119,8561,4283,2144,1074,539,271,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Frye/7880969.652.jpg
15199,22386,11194,5597,2800,1401,701,351,177,90,45,23,12,7,5,4,4,Boots/Mid-Calf/Lucchese/7890082.325350.jpg
15200,4708,2354,1177,588,294,147,73,36,18,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7976694.355833.jpg
15201,3319,1659,829,414,207,103,51,25,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Rachel Zoe/8072302.43.jpg
15202,33607,16807,8405,4205,2105,1055,530,267,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/UGG/8137805.236712.jpg
15203,12810,6405,3203,1602,801,400,200,100,50,25,12,6,3,2,1,1,Boots/Ankle/Frye Kids/7807946.3.jpg
15204,28706,14355,7178,3591,1797,899,451,227,115,59,30,16,9,7,6,6,Shoes/Loafers/Steve Madden/7222677.325.jpg
15205,28490,14247,7124,3564,1784,892,448,225,114,58,30,16,9,7,6,6,Shoes/Loafers/Stacy Adams/7918790.3.jpg
15206,25321,12662,6331,3167,1585,793,398,200,101,51,26,14,8,6,5,5,Shoes/Flats/Bloch/8005854.23517.jpg
15207,28394,14199,7100,3552,1778,889,446,224,113,58,30,16,9,7,6,6,Shoes/Loafers/Primigi Kids/8021130.44897.jpg
15208,30669,15337,7669,3836,1920,961,482,242,122,62,32,17,10,8,7,7,Boots/Knee High/Rieker/7347958.281.jpg
15209,22708,11355,5678,2840,1421,711,356,179,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Durango/7969187.617.jpg
15210,16498,8249,4125,2063,1032,516,258,130,66,33,17,9,5,3,2,2,Shoes/Heels/Kelsi Dagger/8047398.473.jpg
15211,4827,2413,1206,603,301,150,75,37,18,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7650184.744.jpg
15212,2465,1232,616,308,154,77,38,19,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Converse Kids/8094834.3.jpg
15213,26953,13478,6739,3371,1687,844,423,213,108,55,28,15,8,6,5,5,Shoes/Flats/pediped/7902224.17639.jpg
15214,33323,16665,8334,4170,2088,1046,525,264,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/Cienta Kids Shoes/8029266.559.jpg
15215,2579,1289,644,322,161,80,40,20,10,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7973608.9.jpg
15216,9110,4555,2278,1139,569,284,142,71,36,18,9,5,3,2,1,1,Boots/Ankle/Timberland PRO/7171750.2099.jpg
15217,9230,4615,2308,1154,577,288,144,72,36,18,9,5,3,2,1,1,Boots/Ankle/Spirit by Lucchese/8088749.18.jpg
15218,5954,2977,1488,744,372,186,93,46,23,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7971945.353513.jpg
15219,20215,10108,5054,2528,1265,633,317,160,81,41,21,11,6,4,3,3,Sandals/Flat/Born/8070561.388448.jpg
15220,13717,6859,3430,1715,858,429,215,108,55,28,14,8,5,3,2,2,Shoes/Heels/Vivanz/7493935.180285.jpg
15221,3700,1850,925,462,231,115,57,28,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals Kids/7605698.371501.jpg
15222,26609,13306,6653,3328,1665,833,418,210,106,54,28,15,8,6,5,5,Shoes/Flats/Born/7818587.358608.jpg
15223,3727,1863,931,465,232,116,58,29,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Polo Ralph Lauren/7950893.345853.jpg
15224,863,431,215,107,53,26,13,6,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Vibram FiveFingers/8146854.60136.jpg
15225,13174,6587,3294,1647,824,412,206,104,53,27,14,8,5,3,2,2,Shoes/Heels/Nine West/8113007.72.jpg
15226,20590,10296,5148,2575,1288,644,322,162,82,41,21,11,6,4,3,3,Sandals/Flat/Vaneli/8070761.388598.jpg
15227,6307,3153,1576,788,394,197,98,49,24,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7926406.350907.jpg
15228,13468,6734,3367,1684,842,421,211,106,54,27,14,8,5,3,2,2,Shoes/Heels/Think!/8007489.43742.jpg
15229,6840,3420,1710,855,427,213,106,53,26,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Brooks/7414346.222.jpg
15230,34892,17451,8727,4367,2187,1097,551,279,142,73,40,24,17,15,14,14,Sandals/Heel/Vivanz/7461684.716.jpg
15231,32070,16038,8020,4012,2008,1005,504,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/ara/7887558.324598.jpg
15232,19458,9730,4865,2433,1217,609,305,154,78,39,20,11,6,4,3,3,Sandals/Flat/Kate Spade New York/8063837.12011.jpg
15233,12830,6415,3208,1604,802,401,201,101,51,25,12,6,3,2,1,1,Boots/Ankle/Palladium/7867369.315780.jpg
15234,4184,2092,1046,523,261,130,65,32,16,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen Kids/7801442.294676.jpg
15235,32068,16037,8019,4011,2008,1005,504,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/Frye/7880625.598.jpg
15236,15081,7541,3771,1886,943,472,236,119,60,30,15,8,5,3,2,2,Shoes/Heels/L.A.M.B%2E/8087832.2906.jpg
15237,13966,6983,3492,1746,873,437,219,110,56,28,14,8,5,3,2,2,Shoes/Heels/Born/7818790.328.jpg
15238,26339,13171,6586,3294,1648,824,413,208,105,53,27,14,8,6,5,5,Shoes/Flats/Naturino/7987180.158.jpg
15239,18353,9177,4589,2295,1148,574,287,145,73,37,19,10,6,4,3,3,Sandals/Flat/Chaco/7724947.2954.jpg
15240,4270,2135,1067,533,266,133,66,33,16,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Ahnu/7979014.31801.jpg
15241,735,367,183,91,45,22,11,5,2,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Lacoste/8050103.41358.jpg
15242,14205,7103,3552,1776,888,444,222,112,57,29,15,8,5,3,2,2,Shoes/Heels/Fitzwell/7939944.72.jpg
15243,26634,13318,6659,3331,1667,834,418,210,106,54,28,15,8,6,5,5,Shoes/Flats/Rocket Dog/7904912.407974.jpg
15244,34168,17088,8546,4276,2141,1073,539,271,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sperry Top-Sider/7158233.47974.jpg
15245,6976,3488,1744,872,436,218,109,54,27,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7988116.141182.jpg
15246,12090,6045,3023,1512,756,378,189,95,48,24,12,6,3,2,1,1,Boots/Ankle/Donald J Pliner/7976789.8.jpg
15247,87,43,21,10,5,2,1,0,0,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/etnies Kids/8023729.12919.jpg
15248,15892,7946,3973,1987,994,497,249,125,63,32,16,9,5,3,2,2,Shoes/Heels/Taryn Rose/8017338.167830.jpg
15249,33169,16588,8295,4150,2078,1041,523,263,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/Justin/8085065.429.jpg
15250,28119,14061,7031,3517,1760,880,442,222,112,57,29,16,9,7,6,6,Shoes/Loafers/Finn Comfort/7574173.371935.jpg
15251,18292,9147,4574,2288,1145,573,287,145,73,37,19,10,6,4,3,3,Sandals/Flat/Merrell/7875393.3.jpg
15252,16784,8392,4196,2098,1049,525,263,132,67,34,17,9,5,3,2,2,Shoes/Heels/ALDO/8096711.585.jpg
15253,7957,3978,1989,994,497,248,124,62,31,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Converse by John Varvatos/7620366.39399.jpg
15254,17128,8564,4282,2141,1071,536,268,135,68,34,17,9,5,3,2,2,Shoes/Heels/Badgley Mischka/8087698.99.jpg
15255,31057,15531,7766,3885,1945,974,489,246,124,63,33,18,11,9,8,8,Shoes/Oxfords/Rockport/7996537.3.jpg
15256,12164,6082,3041,1521,760,380,190,95,48,24,12,6,3,2,1,1,Boots/Ankle/Clarks/7194057.820.jpg
15257,28764,14384,7193,3598,1801,901,452,227,115,59,30,16,9,7,6,6,Shoes/Loafers/Donald J Pliner/7976735.8736.jpg
15258,5756,2878,1439,719,359,179,89,44,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Running/7928192.339015.jpg
15259,29465,14735,7368,3686,1845,923,463,233,118,60,31,17,10,8,7,7,Boots/Knee High/Tommy Hilfiger/8041899.376725.jpg
15260,19748,9875,4938,2470,1236,618,309,156,79,40,20,11,6,4,3,3,Sandals/Flat/Naot Footwear/7749006.34904.jpg
15261,22431,11217,5609,2806,1404,702,352,177,90,45,23,12,7,5,4,4,Boots/Mid-Calf/Mountrek/8008047.307.jpg
15262,2793,1396,698,349,174,87,43,21,10,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7832687.15184.jpg
15263,10164,5082,2541,1271,635,317,159,80,40,20,10,5,3,2,1,1,Boots/Ankle/MICHAEL Michael Kors/8031277.3.jpg
15264,29548,14776,7389,3696,1850,926,465,234,118,60,31,17,10,8,7,7,Boots/Knee High/Frye/8003490.239195.jpg
15265,28791,14397,7199,3601,1802,901,452,227,115,59,30,16,9,7,6,6,Shoes/Loafers/Minnetonka/101430.231.jpg
15266,12308,6154,3077,1539,769,384,192,96,48,24,12,6,3,2,1,1,Boots/Ankle/Sorel/7797608.357860.jpg
15267,3330,1665,832,416,208,104,52,26,13,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/7980432.141182.jpg
15268,15249,7625,3813,1907,954,477,239,120,61,31,16,9,5,3,2,2,Shoes/Heels/Caparros/8017091.403981.jpg
15269,19365,9683,4842,2422,1212,606,303,153,77,39,20,11,6,4,3,3,Sandals/Flat/KORS Michael Kors/8061617.1912.jpg
15270,33808,16908,8455,4230,2118,1061,533,268,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/smartdogs/7348103.214135.jpg
15271,201,100,50,25,12,6,3,1,0,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/NO SOX/8038255.106.jpg
15272,31592,15799,7900,3952,1978,990,497,250,126,64,33,18,11,9,8,8,Shoes/Oxfords/Timberland PRO/7698148.3.jpg
15273,14275,7138,3569,1785,893,447,224,113,57,29,15,8,5,3,2,2,Shoes/Heels/Nina Kids/7520607.728.jpg
15274,22705,11354,5677,2840,1421,711,356,179,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Harley-Davidson/8045716.3.jpg
15275,8589,4294,2147,1073,536,268,134,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Bloch/7991088.20.jpg
15276,31706,15856,7929,3966,1985,994,499,251,127,65,34,18,11,9,8,8,Shoes/Oxfords/Hush Puppies Kids/102706.103.jpg
15277,7933,3966,1983,991,495,247,123,61,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7925831.386687.jpg
15278,15835,7918,3959,1980,990,495,248,125,63,32,16,9,5,3,2,2,Shoes/Heels/Earthies/7894107.897.jpg
15279,31520,15763,7882,3943,1974,988,496,249,126,64,33,18,11,9,8,8,Shoes/Oxfords/Deer Stags/7866864.3.jpg
15280,25028,12515,6258,3130,1566,783,393,198,100,51,26,14,8,6,5,5,Shoes/Flats/Primigi Kids/8022502.72.jpg
15281,23056,11529,5765,2884,1443,722,362,182,92,46,23,12,7,5,4,4,Boots/Mid-Calf/Fitzwell/7578567.106.jpg
15282,5563,2781,1390,695,347,173,86,43,21,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Diesel/7943222.343721.jpg
15283,17155,8578,4289,2145,1073,537,269,136,69,35,18,10,6,4,3,3,Sandals/Flat/Kid Express/7925943.11405.jpg
15284,27736,13870,6936,3470,1737,869,436,219,111,57,29,16,9,7,6,6,Shoes/Loafers/Cole Haan/7610639.384092.jpg
15285,16150,8075,4038,2019,1010,505,253,127,64,32,16,9,5,3,2,2,Shoes/Heels/Paris Hilton/8117405.89.jpg
15286,20505,10253,5127,2564,1283,642,321,162,82,41,21,11,6,4,3,3,Sandals/Flat/Sanuk/7745988.336.jpg
15287,12634,6317,3159,1580,790,395,198,99,50,25,12,6,3,2,1,1,Boots/Ankle/UGG Kids/7729666.407673.jpg
15288,22437,11220,5610,2806,1404,702,352,177,90,45,23,12,7,5,4,4,Boots/Mid-Calf/Khombu/8003758.89.jpg
15289,27701,13852,6927,3465,1734,867,435,219,111,57,29,16,9,7,6,6,Shoes/Loafers/Allen-Edmonds/7166042.10174.jpg
15290,19677,9839,4920,2461,1231,616,308,155,78,39,20,11,6,4,3,3,Sandals/Flat/VOLATILE/7956487.3.jpg
15291,13655,6828,3414,1707,854,427,214,108,55,28,14,8,5,3,2,2,Shoes/Heels/Nine West/8076902.59416.jpg
15292,6157,3078,1539,769,384,192,96,48,24,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7980754.3454.jpg
15293,11344,5672,2836,1418,709,354,177,89,45,22,11,6,3,2,1,1,Boots/Ankle/DKNY/8025612.3.jpg
15294,21737,10870,5435,2719,1361,681,341,172,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Frye/7792157.289963.jpg
15295,14329,7165,3583,1792,896,448,224,113,57,29,15,8,5,3,2,2,Shoes/Heels/Nine West/8113516.494.jpg
15296,11543,5771,2886,1443,721,360,180,90,45,22,11,6,3,2,1,1,Boots/Ankle/Cordani/8025254.3.jpg
15297,17548,8775,4388,2195,1098,549,275,139,70,35,18,10,6,4,3,3,Sandals/Flat/Papillio/7849145.7792.jpg
15298,5683,2841,1420,710,355,177,88,44,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Montrail/7729370.335109.jpg
15299,2930,1465,732,366,183,91,45,22,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/inov-8/7676758.742.jpg
15300,14916,7458,3729,1865,933,467,234,118,60,30,15,8,5,3,2,2,Shoes/Heels/Trotters/7290814.392476.jpg
15301,11925,5962,2981,1491,745,372,186,93,47,23,11,6,3,2,1,1,Boots/Ankle/Red Wing Heritage/7371513.126909.jpg
15302,2431,1215,607,303,151,75,37,18,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Supra/8098418.911.jpg
15303,8322,4161,2080,1040,520,260,130,65,32,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Sanuk/7627305.20.jpg
15304,32243,16125,8064,4034,2020,1012,508,256,129,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Easy Spirit/8042507.9.jpg
15305,32383,16195,8099,4052,2029,1016,510,257,130,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Dansko/7656631.63.jpg
15306,9518,4759,2380,1190,595,297,149,75,38,19,9,5,3,2,1,1,Boots/Ankle/Keen/7241235.355931.jpg
15307,17572,8787,4394,2198,1100,550,275,139,70,35,18,10,6,4,3,3,Sandals/Flat/Annie/8014601.99.jpg
15308,12647,6323,3162,1581,790,395,198,99,50,25,12,6,3,2,1,1,Boots/Ankle/UGG/8041768.72.jpg
15309,15361,7681,3841,1921,961,481,241,121,61,31,16,9,5,3,2,2,Shoes/Heels/Salvatore Ferragamo/7964194.5291.jpg
15310,15875,7938,3969,1985,993,497,249,125,63,32,16,9,5,3,2,2,Shoes/Heels/GUESS/8046213.78715.jpg
15311,27271,13637,6819,3411,1707,854,429,216,109,56,29,16,9,7,6,6,Shoes/Loafers/Pikolinos/8017390.3.jpg
15312,32700,16353,8178,4091,2048,1026,515,259,131,67,35,19,12,10,9,9,Shoes/Clogs and Mules/Klogs USA/7391653.403748.jpg
15313,67,33,16,8,4,2,1,0,0,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/DC/7962755.74815.jpg
15314,23186,11594,5797,2900,1451,726,364,183,93,47,24,13,7,5,4,4,Boots/Mid-Calf/Sorel/7981526.357639.jpg
15315,20477,10239,5120,2561,1281,641,321,162,82,41,21,11,6,4,3,3,Sandals/Flat/Pampili/7924983.43.jpg
15316,1784,892,446,223,111,55,27,13,6,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Macbeth/7984573.390336.jpg
15317,26571,13287,6644,3323,1663,832,417,210,106,54,28,15,8,6,5,5,Shoes/Flats/Roxy/7983602.20704.jpg
15318,1221,610,305,152,76,38,19,9,4,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Propet/104710.3.jpg
15319,29550,14777,7389,3696,1850,926,465,234,118,60,31,17,10,8,7,7,Boots/Knee High/Eric Michael/7852116.20.jpg
15320,10931,5465,2733,1367,683,341,171,86,43,21,10,5,3,2,1,1,Boots/Ankle/Minnetonka/8005406.106.jpg
15321,31553,15779,7890,3947,1976,989,496,249,126,64,33,18,11,9,8,8,Shoes/Oxfords/Mephisto/7836710.307090.jpg
15322,29475,14740,7371,3687,1846,924,464,233,118,60,31,17,10,8,7,7,Boots/Knee High/Frye/7248350.109983.jpg
15323,4206,2103,1051,525,262,131,65,32,16,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7972566.294993.jpg
15324,15673,7837,3919,1960,980,490,245,123,62,31,16,9,5,3,2,2,Shoes/Heels/Stuart Weitzman/7976614.89.jpg
15325,12226,6113,3057,1529,764,382,191,96,48,24,12,6,3,2,1,1,Boots/Ankle/Martino/8072633.3259.jpg
15326,9510,4755,2378,1189,594,297,149,75,38,19,9,5,3,2,1,1,Boots/Ankle/Caterpillar/7343228.325.jpg
15327,20580,10291,5146,2574,1288,644,322,162,82,41,21,11,6,4,3,3,Sandals/Flat/Merrell/7505093.72.jpg
15328,34853,17431,8717,4362,2185,1096,551,279,142,73,40,24,17,15,14,14,Sandals/Heel/Fly Flot/7313291.670.jpg
15329,26097,13050,6525,3264,1633,817,410,206,104,53,27,14,8,6,5,5,Shoes/Flats/Arcopedico/7527824.200.jpg
15330,33840,16924,8463,4234,2120,1062,533,268,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/Fitzwell/7845421.3.jpg
15331,11812,5906,2953,1477,738,369,185,93,47,23,11,6,3,2,1,1,Boots/Ankle/Diane Von Furstenberg/8013756.7780.jpg
15332,25079,12541,6271,3137,1570,785,394,198,100,51,26,14,8,6,5,5,Shoes/Flats/Think!/8007471.43742.jpg
15333,13728,6864,3432,1716,858,429,215,108,55,28,14,8,5,3,2,2,Shoes/Heels/Nine West/8023622.72.jpg
15334,32858,16432,8217,4111,2058,1031,518,261,132,67,35,19,12,10,9,9,Shoes/Clogs and Mules/Arcopedico/7328340.43.jpg
15335,18681,9341,4671,2336,1169,585,293,148,75,38,19,10,6,4,3,3,Sandals/Flat/Brighton/7917375.3.jpg
15336,19825,9913,4957,2479,1240,620,310,156,79,40,20,11,6,4,3,3,Sandals/Flat/Reef/7294254.395784.jpg
15337,12195,6097,3049,1525,762,381,191,96,48,24,12,6,3,2,1,1,Boots/Ankle/Bogs/7987485.18.jpg
15338,14280,7140,3570,1785,893,447,224,113,57,29,15,8,5,3,2,2,Shoes/Heels/J. Renee/8021084.11.jpg
15339,33111,16559,8281,4143,2074,1039,522,263,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/smartdogs/7705626.559.jpg
15340,34869,17439,8721,4364,2186,1096,551,279,142,73,40,24,17,15,14,14,Sandals/Heel/Naot Footwear/7381306.185897.jpg
15341,26116,13059,6530,3266,1634,817,410,206,104,53,27,14,8,6,5,5,Shoes/Flats/Salvatore Ferragamo/8059078.46894.jpg
15342,29594,14799,7400,3702,1853,927,465,234,118,60,31,17,10,8,7,7,Boots/Knee High/Aquatalia by Marvin K%2E/8011829.60.jpg
15343,13573,6787,3394,1697,849,425,213,107,54,27,14,8,5,3,2,2,Shoes/Heels/Badgley Mischka/8087698.3528.jpg
15344,2906,1453,726,363,181,90,45,22,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Ryka/7732022.268421.jpg
15345,31803,15904,7953,3978,1991,997,500,251,127,65,34,18,11,9,8,8,Shoes/Oxfords/Mephisto/8015455.368139.jpg
15346,32567,16287,8145,4075,2040,1022,513,258,130,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Sanita/7844310.309755.jpg
15347,30227,15116,7559,3781,1893,947,475,239,121,62,32,17,10,8,7,7,Boots/Knee High/Gabriella Rocha/7809185.50996.jpg
15348,9832,4916,2458,1229,614,307,154,77,39,19,9,5,3,2,1,1,Boots/Ankle/Joe's Jeans/8044517.1430.jpg
15349,16812,8406,4203,2102,1051,526,263,132,67,34,17,9,5,3,2,2,Shoes/Heels/BC Footwear/8015058.2957.jpg
15350,14067,7034,3517,1759,880,440,220,111,56,28,14,8,5,3,2,2,Shoes/Heels/Nine West/8051045.379567.jpg
15351,12258,6129,3065,1533,766,383,192,96,48,24,12,6,3,2,1,1,Boots/Ankle/Cienta Kids Shoes/8029270.19683.jpg
15352,7974,3987,1993,996,498,249,124,62,31,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Stride Rite/8000181.34794.jpg
15353,6741,3370,1685,842,421,210,105,52,26,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Frye/7594567.289871.jpg
15354,1674,837,418,209,104,52,26,13,6,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/7969616.350885.jpg
15355,5968,2984,1492,746,373,186,93,46,23,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Brooks/7414499.3.jpg
15356,17538,8770,4385,2193,1097,549,275,139,70,35,18,10,6,4,3,3,Sandals/Flat/La Plume/7930425.6.jpg
15357,7196,3598,1799,899,449,224,112,56,28,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7692741.585.jpg
15358,21665,10834,5417,2710,1356,678,340,171,87,44,22,12,7,5,4,4,Boots/Mid-Calf/UGG/7839339.1732.jpg
15359,7667,3833,1916,958,479,239,119,59,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike Action/7648260.366912.jpg
15360,14504,7252,3626,1813,907,454,227,114,58,29,15,8,5,3,2,2,Shoes/Heels/Tommy Hilfiger/8092710.59888.jpg
15361,2903,1451,725,362,181,90,45,22,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals/7183714.240090.jpg
15362,23858,11930,5965,2984,1493,747,374,188,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Tony Lama/8095580.397761.jpg
15363,4959,2479,1239,619,309,154,77,38,19,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance Classics/117623.282804.jpg
15364,32332,16169,8086,4045,2025,1014,509,256,129,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Klogs USA/7620007.3.jpg
15365,19450,9726,4863,2432,1217,609,305,154,78,39,20,11,6,4,3,3,Sandals/Flat/LAUREN Ralph Lauren/7774400.407579.jpg
15366,19358,9680,4840,2421,1211,606,303,153,77,39,20,11,6,4,3,3,Sandals/Flat/Trotters/7741856.272458.jpg
15367,30239,15122,7562,3783,1894,948,476,239,121,62,32,17,10,8,7,7,Boots/Knee High/Type Z/8023886.3.jpg
15368,22184,11093,5547,2775,1389,695,348,175,89,45,23,12,7,5,4,4,Boots/Mid-Calf/Calvin Klein/8018872.3.jpg
15369,8052,4026,2013,1006,503,251,125,62,31,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Creative Recreation/7292926.375417.jpg
15370,6969,3484,1742,871,435,217,108,54,27,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Patagonia/7983260.101615.jpg
15371,19257,9629,4815,2408,1205,603,302,152,77,39,20,11,6,4,3,3,Sandals/Flat/Worishofer/7979185.20.jpg
15372,28262,14133,7067,3535,1769,885,444,223,113,58,30,16,9,7,6,6,Shoes/Loafers/Robert Wayne/8031156.72.jpg
15373,34113,17060,8532,4269,2137,1071,538,271,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sebago/7271610.77059.jpg
15374,16832,8416,4208,2104,1052,526,263,132,67,34,17,9,5,3,2,2,Shoes/Heels/Nine West/7490059.114676.jpg
15375,21608,10805,5403,2703,1353,677,339,171,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Baffin/7999216.275.jpg
15376,29597,14801,7401,3702,1853,927,465,234,118,60,31,17,10,8,7,7,Boots/Knee High/Lumiani/8051902.72.jpg
15377,31932,15969,7985,3994,1999,1001,502,252,127,65,34,18,11,9,8,8,Shoes/Oxfords/Hush Puppies/7996595.72.jpg
15378,8762,4381,2190,1095,547,273,136,68,34,17,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7726677.383126.jpg
15379,30912,15459,7730,3867,1936,969,486,244,123,63,33,18,11,9,8,8,Shoes/Oxfords/Giorgio Brutini/7981399.21610.jpg
15380,8641,4320,2160,1080,540,270,135,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/New Balance Kids/8069578.24846.jpg
15381,5131,2565,1282,641,320,160,80,40,20,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7977902.133775.jpg
15382,28847,14425,7213,3608,1806,903,453,228,115,59,30,16,9,7,6,6,Shoes/Loafers/Sanuk/7746067.585.jpg
15383,16114,8057,4029,2015,1008,504,252,127,64,32,16,9,5,3,2,2,Shoes/Heels/Nine West/8051935.1084.jpg
15384,8290,4145,2072,1036,518,259,129,64,32,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vans Kids/8121698.374593.jpg
